ENTIDAD,ANIO,VARIABLE,MES,VALOR,MES_NUM,FECHA_PROXY
SINALOA,2015,Precipitacion,OCT,21.9,10,2015-10-15
SONORA,2015,Precipitacion,OCT,7.7,10,2015-10-15
TABASCO,2015,Precipitacion,OCT,241.9,10,2015-10-15
TAMAULIPAS,2015,Precipitacion,OCT,38.8,10,2015-10-15
TLAXCALA,2015,Precipitacion,OCT,0.3,10,2015-10-15
VERACRUZ,2015,Precipitacion,OCT,67.7,10,2015-10-15
YUCATÁN,2015,Precipitacion,OCT,71.5,10,2015-10-15
ZACATECAS,2015,Precipitacion,OCT,2.6,10,2015-10-15
AGUASCALIENTES,2015,Temperatura_Minima,OCT,8.2,10,2015-10-15
BAJA CALIFORNIA,2015,Temperatura_Minima,OCT,13.5,10,2015-10-15
BAJA CALIFORNIA SUR,2015,Temperatura_Minima,OCT,17.7,10,2015-10-15
CAMPECHE,2015,Temperatura_Minima,OCT,18.7,10,2015-10-15
COAHUILA,2015,Temperatura_Minima,OCT,11.8,10,2015-10-15
COLIMA,2015,Temperatura_Minima,OCT,19.2,10,2015-10-15
CHIAPAS,2015,Temperatura_Minima,OCT,17.5,10,2015-10-15
CHIHUAHUA,2015,Temperatura_Minima,OCT,9.0,10,2015-10-15
CIUDAD DE MÉXICO,2015,Temperatura_Minima,OCT,7.7,10,2015-10-15
DURANGO,2015,Temperatura_Minima,OCT,8.9,10,2015-10-15
GUANAJUATO,2015,Temperatura_Minima,OCT,8.0,10,2015-10-15
GUERRERO,2015,Temperatura_Minima,OCT,19.0,10,2015-10-15
HIDALGO,2015,Temperatura_Minima,OCT,6.7,10,2015-10-15
JALISCO,2015,Temperatura_Minima,OCT,12.3,10,2015-10-15
ESTADO DE MÉXICO,2015,Temperatura_Minima,OCT,6.7,10,2015-10-15
MICHOACÁN,2015,Temperatura_Minima,OCT,11.5,10,2015-10-15
MORELOS,2015,Temperatura_Minima,OCT,13.3,10,2015-10-15
NAYARIT,2015,Temperatura_Minima,OCT,19.4,10,2015-10-15
NUEVO LEÓN,2015,Temperatura_Minima,OCT,12.6,10,2015-10-15
OAXACA,2015,Temperatura_Minima,OCT,14.7,10,2015-10-15
PUEBLA,2015,Temperatura_Minima,OCT,9.1,10,2015-10-15
QUERÉTARO,2015,Temperatura_Minima,OCT,8.2,10,2015-10-15
QUINTANA ROO,2015,Temperatura_Minima,OCT,19.7,10,2015-10-15
SAN LUIS POTOSÍ,2015,Temperatura_Minima,OCT,12.9,10,2015-10-15
SINALOA,2015,Temperatura_Minima,OCT,20.2,10,2015-10-15
SONORA,2015,Temperatura_Minima,OCT,16.6,10,2015-10-15
TABASCO,2015,Temperatura_Minima,OCT,21.4,10,2015-10-15
TAMAULIPAS,2015,Temperatura_Minima,OCT,16.9,10,2015-10-15
TLAXCALA,2015,Temperatura_Minima,OCT,4.4,10,2015-10-15
VERACRUZ,2015,Temperatura_Minima,OCT,16.6,10,2015-10-15
YUCATÁN,2015,Temperatura_Minima,OCT,19.2,10,2015-10-15
ZACATECAS,2015,Temperatura_Minima,OCT,8.1,10,2015-10-15
AGUASCALIENTES,2015,Temperatura_Maxima,OCT,24.8,10,2015-10-15
BAJA CALIFORNIA,2015,Temperatura_Maxima,OCT,27.0,10,2015-10-15
BAJA CALIFORNIA SUR,2015,Temperatura_Maxima,OCT,31.6,10,2015-10-15
CAMPECHE,2015,Temperatura_Maxima,OCT,33.4,10,2015-10-15
COAHUILA,2015,Temperatura_Maxima,OCT,26.7,10,2015-10-15
COLIMA,2015,Temperatura_Maxima,OCT,31.9,10,2015-10-15
CHIAPAS,2015,Temperatura_Maxima,OCT,29.7,10,2015-10-15
CHIHUAHUA,2015,Temperatura_Maxima,OCT,24.8,10,2015-10-15
CIUDAD DE MÉXICO,2015,Temperatura_Maxima,OCT,23.0,10,2015-10-15
DURANGO,2015,Temperatura_Maxima,OCT,25.4,10,2015-10-15
GUANAJUATO,2015,Temperatura_Maxima,OCT,25.7,10,2015-10-15
GUERRERO,2015,Temperatura_Maxima,OCT,30.8,10,2015-10-15
HIDALGO,2015,Temperatura_Maxima,OCT,23.1,10,2015-10-15
JALISCO,2015,Temperatura_Maxima,OCT,28.0,10,2015-10-15
ESTADO DE MÉXICO,2015,Temperatura_Maxima,OCT,22.0,10,2015-10-15
MICHOACÁN,2015,Temperatura_Maxima,OCT,27.0,10,2015-10-15
MORELOS,2015,Temperatura_Maxima,OCT,27.8,10,2015-10-15
NAYARIT,2015,Temperatura_Maxima,OCT,32.2,10,2015-10-15
NUEVO LEÓN,2015,Temperatura_Maxima,OCT,27.0,10,2015-10-15
OAXACA,2015,Temperatura_Maxima,OCT,28.1,10,2015-10-15
PUEBLA,2015,Temperatura_Maxima,OCT,24.2,10,2015-10-15
QUERÉTARO,2015,Temperatura_Maxima,OCT,25.1,10,2015-10-15
QUINTANA ROO,2015,Temperatura_Maxima,OCT,31.8,10,2015-10-15
SAN LUIS POTOSÍ,2015,Temperatura_Maxima,OCT,27.2,10,2015-10-15
SINALOA,2015,Temperatura_Maxima,OCT,32.7,10,2015-10-15
SONORA,2015,Temperatura_Maxima,OCT,30.9,10,2015-10-15
TABASCO,2015,Temperatura_Maxima,OCT,32.6,10,2015-10-15
TAMAULIPAS,2015,Temperatura_Maxima,OCT,30.5,10,2015-10-15
TLAXCALA,2015,Temperatura_Maxima,OCT,21.6,10,2015-10-15
VERACRUZ,2015,Temperatura_Maxima,OCT,28.1,10,2015-10-15
YUCATÁN,2015,Temperatura_Maxima,OCT,32.9,10,2015-10-15
ZACATECAS,2015,Temperatura_Maxima,OCT,25.0,10,2015-10-15
AGUASCALIENTES,2015,Temperatura_Promedio,OCT,16.8,10,2015-10-15
BAJA CALIFORNIA,2015,Temperatura_Promedio,OCT,20.3,10,2015-10-15
BAJA CALIFORNIA SUR,2015,Temperatura_Promedio,OCT,25.0,10,2015-10-15
CAMPECHE,2015,Temperatura_Promedio,OCT,25.9,10,2015-10-15
COAHUILA,2015,Temperatura_Promedio,OCT,19.4,10,2015-10-15
COLIMA,2015,Temperatura_Promedio,OCT,25.6,10,2015-10-15
CHIAPAS,2015,Temperatura_Promedio,OCT,23.3,10,2015-10-15
CHIHUAHUA,2015,Temperatura_Promedio,OCT,16.8,10,2015-10-15
CIUDAD DE MÉXICO,2015,Temperatura_Promedio,OCT,15.8,10,2015-10-15
DURANGO,2015,Temperatura_Promedio,OCT,17.4,10,2015-10-15
GUANAJUATO,2015,Temperatura_Promedio,OCT,17.6,10,2015-10-15
GUERRERO,2015,Temperatura_Promedio,OCT,24.9,10,2015-10-15
HIDALGO,2015,Temperatura_Promedio,OCT,15.0,10,2015-10-15
JALISCO,2015,Temperatura_Promedio,OCT,20.4,10,2015-10-15
ESTADO DE MÉXICO,2015,Temperatura_Promedio,OCT,14.6,10,2015-10-15
MICHOACÁN,2015,Temperatura_Promedio,OCT,19.6,10,2015-10-15
MORELOS,2015,Temperatura_Promedio,OCT,20.9,10,2015-10-15
NAYARIT,2015,Temperatura_Promedio,OCT,25.9,10,2015-10-15
NUEVO LEÓN,2015,Temperatura_Promedio,OCT,19.5,10,2015-10-15
OAXACA,2015,Temperatura_Promedio,OCT,21.6,10,2015-10-15
PUEBLA,2015,Temperatura_Promedio,OCT,17.0,10,2015-10-15
QUERÉTARO,2015,Temperatura_Promedio,OCT,17.0,10,2015-10-15
QUINTANA ROO,2015,Temperatura_Promedio,OCT,25.6,10,2015-10-15
SAN LUIS POTOSÍ,2015,Temperatura_Promedio,OCT,20.0,10,2015-10-15
SINALOA,2015,Temperatura_Promedio,OCT,27.0,10,2015-10-15
SONORA,2015,Temperatura_Promedio,OCT,24.1,10,2015-10-15
TABASCO,2015,Temperatura_Promedio,OCT,26.3,10,2015-10-15
TAMAULIPAS,2015,Temperatura_Promedio,OCT,23.6,10,2015-10-15
TLAXCALA,2015,Temperatura_Promedio,OCT,13.3,10,2015-10-15
VERACRUZ,2015,Temperatura_Promedio,OCT,22.3,10,2015-10-15
YUCATÁN,2015,Temperatura_Promedio,OCT,25.9,10,2015-10-15
ZACATECAS,2015,Temperatura_Promedio,OCT,17.0,10,2015-10-15
AGUASCALIENTES,2016,Precipitacion,OCT,0.0,10,2016-10-15
BAJA CALIFORNIA,2016,Precipitacion,OCT,81.3,10,2016-10-15
BAJA CALIFORNIA SUR,2016,Precipitacion,OCT,14.2,10,2016-10-15
CAMPECHE,2016,Precipitacion,OCT,71.8,10,2016-10-15
CIUDAD DE MÉXICO,2016,Precipitacion,OCT,0.0,10,2016-10-15
COAHUILA,2016,Precipitacion,OCT,25.4,10,2016-10-15
COLIMA,2016,Precipitacion,OCT,21.2,10,2016-10-15
CHIAPAS,2016,Precipitacion,OCT,94.4,10,2016-10-15
CHIHUAHUA,2016,Precipitacion,OCT,10.1,10,2016-10-15
DURANGO,2016,Precipitacion,OCT,11.1,10,2016-10-15
GUANAJUATO,2016,Precipitacion,OCT,0.8,10,2016-10-15
GUERRERO,2016,Precipitacion,OCT,26.4,10,2016-10-15
HIDALGO,2016,Precipitacion,OCT,32.4,10,2016-10-15
JALISCO,2016,Precipitacion,OCT,33.2,10,2016-10-15
ESTADO DE MÉXICO,2016,Precipitacion,OCT,7.9,10,2016-10-15
MICHOACÁN,2016,Precipitacion,OCT,17.4,10,2016-10-15
MORELOS,2016,Precipitacion,OCT,6.9,10,2016-10-15
NAYARIT,2016,Precipitacion,OCT,12.3,10,2016-10-15
NUEVO LEÓN,2016,Precipitacion,OCT,29.9,10,2016-10-15
OAXACA,2016,Precipitacion,OCT,22.5,10,2016-10-15
PUEBLA,2016,Precipitacion,OCT,97.5,10,2016-10-15
QUERÉTARO,2016,Precipitacion,OCT,19.0,10,2016-10-15
QUINTANA ROO,2016,Precipitacion,OCT,71.8,10,2016-10-15
SAN LUIS POTOSÍ,2016,Precipitacion,OCT,21.5,10,2016-10-15
SINALOA,2016,Precipitacion,OCT,21.9,10,2016-10-15
SONORA,2016,Precipitacion,OCT,7.7,10,2016-10-15
TABASCO,2016,Precipitacion,OCT,241.9,10,2016-10-15
TAMAULIPAS,2016,Precipitacion,OCT,38.8,10,2016-10-15
TLAXCALA,2016,Precipitacion,OCT,0.3,10,2016-10-15
VERACRUZ,2016,Precipitacion,OCT,67.7,10,2016-10-15
YUCATÁN,2016,Precipitacion,OCT,71.5,10,2016-10-15
ZACATECAS,2016,Precipitacion,OCT,2.6,10,2016-10-15
AGUASCALIENTES,2016,Temperatura_Minima,OCT,8.2,10,2016-10-15
BAJA CALIFORNIA,2016,Temperatura_Minima,OCT,13.5,10,2016-10-15
BAJA CALIFORNIA SUR,2016,Temperatura_Minima,OCT,17.7,10,2016-10-15
CAMPECHE,2016,Temperatura_Minima,OCT,18.7,10,2016-10-15
COAHUILA,2016,Temperatura_Minima,OCT,11.8,10,2016-10-15
COLIMA,2016,Temperatura_Minima,OCT,19.2,10,2016-10-15
CHIAPAS,2016,Temperatura_Minima,OCT,17.5,10,2016-10-15
CHIHUAHUA,2016,Temperatura_Minima,OCT,9.0,10,2016-10-15
CIUDAD DE MÉXICO,2016,Temperatura_Minima,OCT,7.7,10,2016-10-15
DURANGO,2016,Temperatura_Minima,OCT,8.9,10,2016-10-15
GUANAJUATO,2016,Temperatura_Minima,OCT,8.0,10,2016-10-15
GUERRERO,2016,Temperatura_Minima,OCT,19.0,10,2016-10-15
HIDALGO,2016,Temperatura_Minima,OCT,6.7,10,2016-10-15
JALISCO,2016,Temperatura_Minima,OCT,12.3,10,2016-10-15
ESTADO DE MÉXICO,2016,Temperatura_Minima,OCT,6.7,10,2016-10-15
MICHOACÁN,2016,Temperatura_Minima,OCT,11.5,10,2016-10-15
MORELOS,2016,Temperatura_Minima,OCT,13.3,10,2016-10-15
NAYARIT,2016,Temperatura_Minima,OCT,19.4,10,2016-10-15
NUEVO LEÓN,2016,Temperatura_Minima,OCT,12.6,10,2016-10-15
OAXACA,2016,Temperatura_Minima,OCT,14.7,10,2016-10-15
PUEBLA,2016,Temperatura_Minima,OCT,9.1,10,2016-10-15
QUERÉTARO,2016,Temperatura_Minima,OCT,8.2,10,2016-10-15
QUINTANA ROO,2016,Temperatura_Minima,OCT,19.7,10,2016-10-15
SAN LUIS POTOSÍ,2016,Temperatura_Minima,OCT,12.9,10,2016-10-15
SINALOA,2016,Temperatura_Minima,OCT,20.2,10,2016-10-15
SONORA,2016,Temperatura_Minima,OCT,16.6,10,2016-10-15
TABASCO,2016,Temperatura_Minima,OCT,21.4,10,2016-10-15
TAMAULIPAS,2016,Temperatura_Minima,OCT,16.9,10,2016-10-15
TLAXCALA,2016,Temperatura_Minima,OCT,4.4,10,2016-10-15
VERACRUZ,2016,Temperatura_Minima,OCT,16.6,10,2016-10-15
YUCATÁN,2016,Temperatura_Minima,OCT,19.2,10,2016-10-15
ZACATECAS,2016,Temperatura_Minima,OCT,8.1,10,2016-10-15
AGUASCALIENTES,2016,Temperatura_Maxima,OCT,24.8,10,2016-10-15
BAJA CALIFORNIA,2016,Temperatura_Maxima,OCT,27.0,10,2016-10-15
BAJA CALIFORNIA SUR,2016,Temperatura_Maxima,OCT,31.6,10,2016-10-15
CAMPECHE,2016,Temperatura_Maxima,OCT,33.4,10,2016-10-15
COAHUILA,2016,Temperatura_Maxima,OCT,26.7,10,2016-10-15
COLIMA,2016,Temperatura_Maxima,OCT,31.9,10,2016-10-15
CHIAPAS,2016,Temperatura_Maxima,OCT,29.7,10,2016-10-15
CHIHUAHUA,2016,Temperatura_Maxima,OCT,24.8,10,2016-10-15
CIUDAD DE MÉXICO,2016,Temperatura_Maxima,OCT,23.0,10,2016-10-15
DURANGO,2016,Temperatura_Maxima,OCT,25.4,10,2016-10-15
GUANAJUATO,2016,Temperatura_Maxima,OCT,25.7,10,2016-10-15
GUERRERO,2016,Temperatura_Maxima,OCT,30.8,10,2016-10-15
HIDALGO,2016,Temperatura_Maxima,OCT,23.1,10,2016-10-15
JALISCO,2016,Temperatura_Maxima,OCT,28.0,10,2016-10-15
ESTADO DE MÉXICO,2016,Temperatura_Maxima,OCT,22.0,10,2016-10-15
MICHOACÁN,2016,Temperatura_Maxima,OCT,27.0,10,2016-10-15
MORELOS,2016,Temperatura_Maxima,OCT,27.8,10,2016-10-15
NAYARIT,2016,Temperatura_Maxima,OCT,32.2,10,2016-10-15
NUEVO LEÓN,2016,Temperatura_Maxima,OCT,27.0,10,2016-10-15
OAXACA,2016,Temperatura_Maxima,OCT,28.1,10,2016-10-15
PUEBLA,2016,Temperatura_Maxima,OCT,24.2,10,2016-10-15
QUERÉTARO,2016,Temperatura_Maxima,OCT,25.1,10,2016-10-15
QUINTANA ROO,2016,Temperatura_Maxima,OCT,31.8,10,2016-10-15
SAN LUIS POTOSÍ,2016,Temperatura_Maxima,OCT,27.2,10,2016-10-15
SINALOA,2016,Temperatura_Maxima,OCT,32.7,10,2016-10-15
SONORA,2016,Temperatura_Maxima,OCT,30.9,10,2016-10-15
TABASCO,2016,Temperatura_Maxima,OCT,32.6,10,2016-10-15
TAMAULIPAS,2016,Temperatura_Maxima,OCT,30.5,10,2016-10-15
TLAXCALA,2016,Temperatura_Maxima,OCT,21.6,10,2016-10-15
VERACRUZ,2016,Temperatura_Maxima,OCT,28.1,10,2016-10-15
YUCATÁN,2016,Temperatura_Maxima,OCT,32.9,10,2016-10-15
ZACATECAS,2016,Temperatura_Maxima,OCT,25.0,10,2016-10-15
AGUASCALIENTES,2016,Temperatura_Promedio,OCT,16.8,10,2016-10-15
BAJA CALIFORNIA,2016,Temperatura_Promedio,OCT,20.3,10,2016-10-15
BAJA CALIFORNIA SUR,2016,Temperatura_Promedio,OCT,25.0,10,2016-10-15
CAMPECHE,2016,Temperatura_Promedio,OCT,25.9,10,2016-10-15
COAHUILA,2016,Temperatura_Promedio,OCT,19.4,10,2016-10-15
COLIMA,2016,Temperatura_Promedio,OCT,25.6,10,2016-10-15
CHIAPAS,2016,Temperatura_Promedio,OCT,23.3,10,2016-10-15
CHIHUAHUA,2016,Temperatura_Promedio,OCT,16.8,10,2016-10-15
CIUDAD DE MÉXICO,2016,Temperatura_Promedio,OCT,15.8,10,2016-10-15
DURANGO,2016,Temperatura_Promedio,OCT,17.4,10,2016-10-15
GUANAJUATO,2016,Temperatura_Promedio,OCT,17.6,10,2016-10-15
GUERRERO,2016,Temperatura_Promedio,OCT,24.9,10,2016-10-15
HIDALGO,2016,Temperatura_Promedio,OCT,15.0,10,2016-10-15
JALISCO,2016,Temperatura_Promedio,OCT,20.4,10,2016-10-15
ESTADO DE MÉXICO,2016,Temperatura_Promedio,OCT,14.6,10,2016-10-15
MICHOACÁN,2016,Temperatura_Promedio,OCT,19.6,10,2016-10-15
MORELOS,2016,Temperatura_Promedio,OCT,20.9,10,2016-10-15
NAYARIT,2016,Temperatura_Promedio,OCT,25.9,10,2016-10-15
NUEVO LEÓN,2016,Temperatura_Promedio,OCT,19.5,10,2016-10-15
OAXACA,2016,Temperatura_Promedio,OCT,21.6,10,2016-10-15
PUEBLA,2016,Temperatura_Promedio,OCT,17.0,10,2016-10-15
QUERÉTARO,2016,Temperatura_Promedio,OCT,17.0,10,2016-10-15
QUINTANA ROO,2016,Temperatura_Promedio,OCT,25.6,10,2016-10-15
SAN LUIS POTOSÍ,2016,Temperatura_Promedio,OCT,20.0,10,2016-10-15
SINALOA,2016,Temperatura_Promedio,OCT,27.0,10,2016-10-15
SONORA,2016,Temperatura_Promedio,OCT,24.1,10,2016-10-15
TABASCO,2016,Temperatura_Promedio,OCT,26.3,10,2016-10-15
TAMAULIPAS,2016,Temperatura_Promedio,OCT,23.6,10,2016-10-15
TLAXCALA,2016,Temperatura_Promedio,OCT,13.3,10,2016-10-15
VERACRUZ,2016,Temperatura_Promedio,OCT,22.3,10,2016-10-15
YUCATÁN,2016,Temperatura_Promedio,OCT,25.9,10,2016-10-15
ZACATECAS,2016,Temperatura_Promedio,OCT,17.0,10,2016-10-15
AGUASCALIENTES,2017,Precipitacion,OCT,0.0,10,2017-10-15
BAJA CALIFORNIA,2017,Precipitacion,OCT,81.3,10,2017-10-15
BAJA CALIFORNIA SUR,2017,Precipitacion,OCT,14.2,10,2017-10-15
CAMPECHE,2017,Precipitacion,OCT,71.8,10,2017-10-15
CIUDAD DE MÉXICO,2017,Precipitacion,OCT,0.0,10,2017-10-15
COAHUILA,2017,Precipitacion,OCT,25.4,10,2017-10-15
COLIMA,2017,Precipitacion,OCT,21.2,10,2017-10-15
CHIAPAS,2017,Precipitacion,OCT,94.4,10,2017-10-15
CHIHUAHUA,2017,Precipitacion,OCT,10.1,10,2017-10-15
DURANGO,2017,Precipitacion,OCT,11.1,10,2017-10-15
GUANAJUATO,2017,Precipitacion,OCT,0.8,10,2017-10-15
GUERRERO,2017,Precipitacion,OCT,26.4,10,2017-10-15
HIDALGO,2017,Precipitacion,OCT,32.4,10,2017-10-15
JALISCO,2017,Precipitacion,OCT,33.2,10,2017-10-15
ESTADO DE MÉXICO,2017,Precipitacion,OCT,7.9,10,2017-10-15
MICHOACÁN,2017,Precipitacion,OCT,17.4,10,2017-10-15
MORELOS,2017,Precipitacion,OCT,6.9,10,2017-10-15
NAYARIT,2017,Precipitacion,OCT,12.3,10,2017-10-15
NUEVO LEÓN,2017,Precipitacion,OCT,29.9,10,2017-10-15
OAXACA,2017,Precipitacion,OCT,22.5,10,2017-10-15
PUEBLA,2017,Precipitacion,OCT,97.5,10,2017-10-15
QUERÉTARO,2017,Precipitacion,OCT,19.0,10,2017-10-15
QUINTANA ROO,2017,Precipitacion,OCT,71.8,10,2017-10-15
SAN LUIS POTOSÍ,2017,Precipitacion,OCT,21.5,10,2017-10-15
SINALOA,2017,Precipitacion,OCT,21.9,10,2017-10-15
SONORA,2017,Precipitacion,OCT,7.7,10,2017-10-15
TABASCO,2017,Precipitacion,OCT,241.9,10,2017-10-15
TAMAULIPAS,2017,Precipitacion,OCT,38.8,10,2017-10-15
TLAXCALA,2017,Precipitacion,OCT,0.3,10,2017-10-15
VERACRUZ,2017,Precipitacion,OCT,67.7,10,2017-10-15
YUCATÁN,2017,Precipitacion,OCT,71.5,10,2017-10-15
ZACATECAS,2017,Precipitacion,OCT,2.6,10,2017-10-15
AGUASCALIENTES,2017,Temperatura_Minima,OCT,8.2,10,2017-10-15
BAJA CALIFORNIA,2017,Temperatura_Minima,OCT,13.5,10,2017-10-15
BAJA CALIFORNIA SUR,2017,Temperatura_Minima,OCT,17.7,10,2017-10-15
CAMPECHE,2017,Temperatura_Minima,OCT,18.7,10,2017-10-15
COAHUILA,2017,Temperatura_Minima,OCT,11.8,10,2017-10-15
COLIMA,2017,Temperatura_Minima,OCT,19.2,10,2017-10-15
CHIAPAS,2017,Temperatura_Minima,OCT,17.5,10,2017-10-15
CHIHUAHUA,2017,Temperatura_Minima,OCT,9.0,10,2017-10-15
CIUDAD DE MÉXICO,2017,Temperatura_Minima,OCT,7.7,10,2017-10-15
DURANGO,2017,Temperatura_Minima,OCT,8.9,10,2017-10-15
GUANAJUATO,2017,Temperatura_Minima,OCT,8.0,10,2017-10-15
GUERRERO,2017,Temperatura_Minima,OCT,19.0,10,2017-10-15
HIDALGO,2017,Temperatura_Minima,OCT,6.7,10,2017-10-15
JALISCO,2017,Temperatura_Minima,OCT,12.3,10,2017-10-15
ESTADO DE MÉXICO,2017,Temperatura_Minima,OCT,6.7,10,2017-10-15
MICHOACÁN,2017,Temperatura_Minima,OCT,11.5,10,2017-10-15
MORELOS,2017,Temperatura_Minima,OCT,13.3,10,2017-10-15
NAYARIT,2017,Temperatura_Minima,OCT,19.4,10,2017-10-15
NUEVO LEÓN,2017,Temperatura_Minima,OCT,12.6,10,2017-10-15
OAXACA,2017,Temperatura_Minima,OCT,14.7,10,2017-10-15
PUEBLA,2017,Temperatura_Minima,OCT,9.1,10,2017-10-15
QUERÉTARO,2017,Temperatura_Minima,OCT,8.2,10,2017-10-15
QUINTANA ROO,2017,Temperatura_Minima,OCT,19.7,10,2017-10-15
SAN LUIS POTOSÍ,2017,Temperatura_Minima,OCT,12.9,10,2017-10-15
SINALOA,2017,Temperatura_Minima,OCT,20.2,10,2017-10-15
SONORA,2017,Temperatura_Minima,OCT,16.6,10,2017-10-15
TABASCO,2017,Temperatura_Minima,OCT,21.4,10,2017-10-15
TAMAULIPAS,2017,Temperatura_Minima,OCT,16.9,10,2017-10-15
TLAXCALA,2017,Temperatura_Minima,OCT,4.4,10,2017-10-15
VERACRUZ,2017,Temperatura_Minima,OCT,16.6,10,2017-10-15
YUCATÁN,2017,Temperatura_Minima,OCT,19.2,10,2017-10-15
ZACATECAS,2017,Temperatura_Minima,OCT,8.1,10,2017-10-15
AGUASCALIENTES,2017,Temperatura_Maxima,OCT,24.8,10,2017-10-15
BAJA CALIFORNIA,2017,Temperatura_Maxima,OCT,27.0,10,2017-10-15
BAJA CALIFORNIA SUR,2017,Temperatura_Maxima,OCT,31.6,10,2017-10-15
CAMPECHE,2017,Temperatura_Maxima,OCT,33.4,10,2017-10-15
COAHUILA,2017,Temperatura_Maxima,OCT,26.7,10,2017-10-15
COLIMA,2017,Temperatura_Maxima,OCT,31.9,10,2017-10-15
CHIAPAS,2017,Temperatura_Maxima,OCT,29.7,10,2017-10-15
CHIHUAHUA,2017,Temperatura_Maxima,OCT,24.8,10,2017-10-15
CIUDAD DE MÉXICO,2017,Temperatura_Maxima,OCT,23.0,10,2017-10-15
DURANGO,2017,Temperatura_Maxima,OCT,25.4,10,2017-10-15
GUANAJUATO,2017,Temperatura_Maxima,OCT,25.7,10,2017-10-15
GUERRERO,2017,Temperatura_Maxima,OCT,30.8,10,2017-10-15
HIDALGO,2017,Temperatura_Maxima,OCT,23.1,10,2017-10-15
JALISCO,2017,Temperatura_Maxima,OCT,28.0,10,2017-10-15
ESTADO DE MÉXICO,2017,Temperatura_Maxima,OCT,22.0,10,2017-10-15
MICHOACÁN,2017,Temperatura_Maxima,OCT,27.0,10,2017-10-15
MORELOS,2017,Temperatura_Maxima,OCT,27.8,10,2017-10-15
NAYARIT,2017,Temperatura_Maxima,OCT,32.2,10,2017-10-15
NUEVO LEÓN,2017,Temperatura_Maxima,OCT,27.0,10,2017-10-15
OAXACA,2017,Temperatura_Maxima,OCT,28.1,10,2017-10-15
PUEBLA,2017,Temperatura_Maxima,OCT,24.2,10,2017-10-15
QUERÉTARO,2017,Temperatura_Maxima,OCT,25.1,10,2017-10-15
QUINTANA ROO,2017,Temperatura_Maxima,OCT,31.8,10,2017-10-15
SAN LUIS POTOSÍ,2017,Temperatura_Maxima,OCT,27.2,10,2017-10-15
SINALOA,2017,Temperatura_Maxima,OCT,32.7,10,2017-10-15
SONORA,2017,Temperatura_Maxima,OCT,30.9,10,2017-10-15
TABASCO,2017,Temperatura_Maxima,OCT,32.6,10,2017-10-15
TAMAULIPAS,2017,Temperatura_Maxima,OCT,30.5,10,2017-10-15
TLAXCALA,2017,Temperatura_Maxima,OCT,21.6,10,2017-10-15
VERACRUZ,2017,Temperatura_Maxima,OCT,28.1,10,2017-10-15
YUCATÁN,2017,Temperatura_Maxima,OCT,32.9,10,2017-10-15
ZACATECAS,2017,Temperatura_Maxima,OCT,25.0,10,2017-10-15
AGUASCALIENTES,2017,Temperatura_Promedio,OCT,16.8,10,2017-10-15
BAJA CALIFORNIA,2017,Temperatura_Promedio,OCT,20.3,10,2017-10-15
BAJA CALIFORNIA SUR,2017,Temperatura_Promedio,OCT,25.0,10,2017-10-15
CAMPECHE,2017,Temperatura_Promedio,OCT,25.9,10,2017-10-15
COAHUILA,2017,Temperatura_Promedio,OCT,19.4,10,2017-10-15
COLIMA,2017,Temperatura_Promedio,OCT,25.6,10,2017-10-15
CHIAPAS,2017,Temperatura_Promedio,OCT,23.3,10,2017-10-15
CHIHUAHUA,2017,Temperatura_Promedio,OCT,16.8,10,2017-10-15
CIUDAD DE MÉXICO,2017,Temperatura_Promedio,OCT,15.8,10,2017-10-15
DURANGO,2017,Temperatura_Promedio,OCT,17.4,10,2017-10-15
GUANAJUATO,2017,Temperatura_Promedio,OCT,17.6,10,2017-10-15
GUERRERO,2017,Temperatura_Promedio,OCT,24.9,10,2017-10-15
HIDALGO,2017,Temperatura_Promedio,OCT,15.0,10,2017-10-15
JALISCO,2017,Temperatura_Promedio,OCT,20.4,10,2017-10-15
ESTADO DE MÉXICO,2017,Temperatura_Promedio,OCT,14.6,10,2017-10-15
MICHOACÁN,2017,Temperatura_Promedio,OCT,19.6,10,2017-10-15
MORELOS,2017,Temperatura_Promedio,OCT,20.9,10,2017-10-15
NAYARIT,2017,Temperatura_Promedio,OCT,25.9,10,2017-10-15
NUEVO LEÓN,2017,Temperatura_Promedio,OCT,19.5,10,2017-10-15
OAXACA,2017,Temperatura_Promedio,OCT,21.6,10,2017-10-15
PUEBLA,2017,Temperatura_Promedio,OCT,17.0,10,2017-10-15
QUERÉTARO,2017,Temperatura_Promedio,OCT,17.0,10,2017-10-15
QUINTANA ROO,2017,Temperatura_Promedio,OCT,25.6,10,2017-10-15
SAN LUIS POTOSÍ,2017,Temperatura_Promedio,OCT,20.0,10,2017-10-15
SINALOA,2017,Temperatura_Promedio,OCT,27.0,10,2017-10-15
SONORA,2017,Temperatura_Promedio,OCT,24.1,10,2017-10-15
TABASCO,2017,Temperatura_Promedio,OCT,26.3,10,2017-10-15
TAMAULIPAS,2017,Temperatura_Promedio,OCT,23.6,10,2017-10-15
TLAXCALA,2017,Temperatura_Promedio,OCT,13.3,10,2017-10-15
VERACRUZ,2017,Temperatura_Promedio,OCT,22.3,10,2017-10-15
YUCATÁN,2017,Temperatura_Promedio,OCT,25.9,10,2017-10-15
ZACATECAS,2017,Temperatura_Promedio,OCT,17.0,10,2017-10-15
