"fecha","n","n.value","nraw","t","logn","log_nraw","year","epiweek","month","normalized_year"
"2016-01-03",3862.619047619048,536,536,309,8.259359600311377,6.285998094508865,2016,1,1,1
"2016-01-10",3153.1428571428573,1451,1451,316,8.056472060455029,7.280697195384741,2016,2,1,1
"2016-01-17",2598.809523809524,1525,1525,323,7.863193461252664,7.330405211844402,2016,3,1,1
"2016-01-24",2161.761904761905,1597,1597,330,7.679141343501192,7.37650812632622,2016,4,1,1
"2016-01-31",1835.7142857142856,1476,1476,337,7.515733540028935,7.29776828253138,2016,5,1,1
"2016-02-07",1576.0952380952378,1864,1864,344,7.363339977083233,7.5310163320779155,2016,6,2,1
"2016-02-14",1473.7142857142856,2254,2254,351,7.296219545410277,7.720905251936779,2016,7,2,1
"2016-02-21",1536.952380952381,2027,2027,358,7.338207187916813,7.614805364711073,2016,8,2,1
"2016-02-28",1691.857142857143,1889,1889,365,7.434172997507964,7.544332108053688,2016,9,2,1
"2016-03-06",1793.4761904761906,1730,1730,372,7.492468442445135,7.456454555176209,2016,10,3,1
"2016-03-13",1825.857142857143,1634,1634,379,7.510352361124419,7.399398083331354,2016,11,3,1
"2016-03-20",1794.7142857142856,580,580,386,7.49315815252898,6.364750756851911,2016,12,3,1
"2016-03-27",1713.9047619047617,1026,1026,393,7.44711282564101,6.934397209928558,2016,13,3,1
"2016-04-03",1575.952380952381,1091,1091,400,7.363249390535273,6.9957661563048505,2016,14,4,1
"2016-04-10",1434.3333333333333,1054,1054,407,7.269152389256199,6.961296045910167,2016,15,4,1
"2016-04-17",1319.142857142857,1606,1606,414,7.185495234832727,7.382124365737512,2016,16,4,1
"2016-04-24",1279.7619047619048,2159,2159,421,7.155210417924974,7.67786350067821,2016,17,4,1
"2016-05-01",1251.5238095238094,895,895,428,7.132915842378187,6.79794041297493,2016,18,5,1
"2016-05-08",1258.2380952380952,1031,1031,435,7.138262130730046,6.939253946041508,2016,19,5,1
"2016-05-15",1250.7619047619048,1157,1157,442,7.13230736165966,7.05444965813294,2016,20,5,1
"2016-05-22",1285,1228,1228,449,7.1592919047975645,7.113956109566034,2016,21,5,1
"2016-05-29",1308,1269,1269,456,7.1770187659099,7.146772179452637,2016,22,5,1
"2016-06-05",1329.809523809524,1712,1712,463,7.19354270057312,7.44600149832412,2016,23,6,1
"2016-06-12",1314.3809523809523,1514,1514,470,7.18188160028571,7.323170717943469,2016,24,6,1
"2016-06-19",1321.3809523809523,1581,1581,477,7.187189142577422,7.366445148327599,2016,25,6,1
"2016-06-26",1358.142857142857,1762,1762,484,7.214609527936913,7.47477218239787,2016,26,6,1
"2016-07-03",1467.7619047619046,2042,2042,491,7.292175083229428,7.622174594817622,2016,27,7,1
"2016-07-10",1574.5238095238094,1854,1854,498,7.362343073443539,7.525639975041536,2016,28,7,1
"2016-07-17",1683.809523809524,2053,2053,505,7.429407794147164,7.627544390488503,2016,29,7,1
"2016-07-24",1797.047619047619,2680,2680,512,7.494456699134484,7.893945138235959,2016,30,7,1
"2016-07-31",1952.2380952380952,3021,3021,519,7.577243836010255,8.013674142832684,2016,31,7,1
"2016-08-07",2220.6190476190477,4742,4742,526,7.705991509785078,8.464425125877582,2016,32,8,1
"2016-08-14",2562.428571428571,4272,4272,533,7.849100927144731,8.360071435644025,2016,33,8,1
"2016-08-21",2996,5476,5476,540,8.005367067316664,8.608312784783722,2016,34,8,1
"2016-08-28",3463,5717,5717,547,8.150179269682326,8.651374372882257,2016,35,8,1
"2016-09-04",3977.190476190476,5554,5554,554,8.288582340668416,8.62245370207373,2016,36,9,1
"2016-09-11",4417.714285714285,4567,4567,561,8.393604047171323,8.426830751335846,2016,37,9,1
"2016-09-18",4801.428571428572,5691,5691,568,8.476877021326185,8.646816959209742,2016,38,9,1
"2016-09-25",5042.333333333333,5244,5244,575,8.525822518114293,8.565030520830398,2016,39,9,1
"2016-10-02",5259.095238095238,5652,5652,582,8.567904411669598,8.63994165667529,2016,40,10,1
"2016-10-09",5337.095238095238,5232,5232,589,8.582624171336828,8.562740006372207,2016,41,10,1
"2016-10-16",5385.714285714285,5602,5602,596,8.591690883537634,8.631057447565285,2016,42,10,1
"2016-10-23",5339.47619047619,4942,4942,603,8.583070102224932,8.505727713306959,2016,43,10,1
"2016-10-30",5277.047619047619,3983,3983,610,8.57131153919908,8.290041618704489,2016,44,10,1
"2016-11-06",5166,4555,4555,617,8.550047528287184,8.424200324567073,2016,45,11,1
"2016-11-13",5011.571428571428,3721,3721,624,8.519704321602356,8.222016437202196,2016,46,11,1
"2016-11-20",4711.904761904762,2018,2018,631,8.45805971918821,7.610357618312838,2016,47,11,1
"2016-11-27",4321.238095238095,2185,2185,638,8.3715286246837,7.689828668736484,2016,48,11,1
"2016-12-04",3803.3333333333335,1407,1407,645,8.24389604688549,7.249925536717988,2016,49,12,1
"2016-12-11",3263.1904761904757,841,841,652,8.090767071057316,6.7357800142423265,2016,50,12,1
"2016-12-18",2705.4761904761904,567,567,659,7.9034027690345425,6.342121418721152,2016,51,12,1
"2016-12-25",2153.904761904762,489,489,666,7.675501807549552,6.194405391104672,2016,52,12,1
"2017-01-01",1629.3809523809523,188,188,673,7.396568979611301,5.241747015059643,2017,1,1,2
"2017-01-08",1196.7142857142856,531,531,680,7.08817025750551,6.2766434893416445,2017,2,1,2
"2017-01-15",884,638,638,687,6.785587645007929,6.459904454377535,2017,3,1,2
"2017-01-22",701.9047619047619,617,617,694,6.555221408813574,6.42648845745769,2017,4,1,2
"2017-01-29",574.2380952380953,497,497,701,6.354784033765383,6.210600077024653,2017,5,1,2
"2017-02-05",515.1428571428571,460,460,708,6.246383582092327,6.133398042996649,2017,6,2,2
"2017-02-12",495.95238095238096,537,537,715,6.208494208533196,6.2878585601617845,2017,7,2,2
"2017-02-19",513.5238095238095,616,616,722,6.2432418312175635,6.424869023905388,2017,8,2,2
"2017-02-26",535.6666666666666,520,520,729,6.285377169310399,6.255750041753367,2017,9,2,2
"2017-03-05",556.5238095238095,659,659,736,6.323505210088354,6.492239835020471,2017,10,3,2
"2017-03-12",557.8571428571428,635,635,743,6.325893882099394,6.455198563340122,2017,11,3,2
"2017-03-19",562.8571428571428,563,563,750,6.334800926607533,6.335054251498059,2017,12,3,2
"2017-03-26",578.2857142857143,700,700,757,6.3617958174942,6.55250788703459,2017,13,3,2
"2017-04-02",598.9047619047619,664,664,764,6.396770912458451,6.499787040655854,2017,14,4,2
"2017-04-09",605.952380952381,397,397,771,6.408450338150817,5.986452005284438,2017,15,4,2
"2017-04-16",599.6190476190476,479,479,778,6.39796086936377,6.173786103901937,2017,16,4,2
"2017-04-23",589.3809523809524,704,704,785,6.380768010538442,6.558197802812269,2017,17,4,2
"2017-04-30",583.047619047619,498,498,792,6.369982518969167,6.212606095751519,2017,18,4,2
"2017-05-07",579.5714285714286,582,582,799,6.364012840203005,6.368187186350492,2017,19,5,2
"2017-05-14",575,722,722,806,6.3561076606958915,6.583409222158765,2017,20,5,2
"2017-05-21",584.4285714285714,821,821,813,6.372344179743532,6.71174039505618,2017,21,5,2
"2017-05-28",620.5714285714286,977,977,820,6.432250833665367,6.885509670034818,2017,22,5,2
"2017-06-04",687.4285714285714,1146,1146,827,6.534411567585019,7.044905117129371,2017,23,6,2
"2017-06-11",774.6190476190477,1288,1288,834,6.653661481626826,7.161622002939187,2017,24,6,2
"2017-06-18",876.8571428571428,1394,1394,841,6.7774838729448215,7.240649694255466,2017,25,6,2
"2017-06-25",985.904761904762,1392,1392,848,6.894573542280073,7.239214973779806,2017,26,6,2
"2017-07-02",1101.857142857143,1451,1451,855,7.005659493963509,7.280697195384741,2017,27,7,2
"2017-07-09",1194.904761904762,1236,1236,862,7.086658300825486,7.1204443723924875,2017,28,7,2
"2017-07-16",1265.428571428571,1314,1314,869,7.143956069452995,7.181591944611865,2017,29,7,2
"2017-07-23",1313.190476190476,1397,1397,876,7.180976147588077,7.242797922793756,2017,30,7,2
"2017-07-30",1339.5714285714284,1254,1254,883,7.200851241277998,7.134890851565884,2017,31,7,2
"2017-08-06",1356.6190476190477,1535,1535,890,7.213487744183294,7.336936913707618,2017,32,8,2
"2017-08-13",1389.809523809524,1982,1982,897,7.237641247830655,7.592366128519796,2017,33,8,2
"2017-08-20",1461.428571428571,2224,2224,904,7.287853737864458,7.707512194600341,2017,34,8,2
"2017-08-27",1615.9047619047622,3117,3117,911,7.388268959824469,8.044947049617722,2017,35,8,2
"2017-09-03",1869.857142857143,3993,3993,918,7.534151969995658,8.29254851397576,2017,36,9,2
"2017-09-10",2189.3333333333335,3546,3546,925,7.691809018229758,8.173857454773621,2017,37,9,2
"2017-09-17",2537.7619047619046,3743,3743,932,7.839431802105423,8.227909837597483,2017,38,9,2
"2017-09-24",2892.1428571428573,4339,4339,939,7.970098684034487,8.375629627094451,2017,39,9,2
"2017-10-01",3265.095238095238,4521,4521,946,8.091350433575318,8.416709652837914,2017,40,10,2
"2017-10-08",3649.285714285714,4949,4949,953,8.20256072139948,8.507142855562735,2017,41,10,2
"2017-10-15",3991.952380952381,5049,5049,960,8.29228618136035,8.527143522269405,2017,42,10,2
