"Estado","Semana_Epidemiologica","Anio","n","fecha","year","epiweek","month","normalized_year"
"CHIHUAHUA",5,2017,0,"2017-01-29",2017,5,1,2
"CAMPECHE",5,2017,9,"2017-01-29",2017,5,1,2
"AGUASCALIENTES",5,2017,0,"2017-01-29",2017,5,1,2
"CIUDAD DE MÉXICO",5,2017,3,"2017-01-29",2017,5,1,2
"TLAXCALA",5,2017,0,"2017-01-29",2017,5,1,2
"ZACATECAS",5,2017,0,"2017-01-29",2017,5,1,2
"CHIAPAS",6,2017,27,"2017-02-05",2017,6,2,2
"JALISCO",6,2017,43,"2017-02-05",2017,6,2,2
"VERACRUZ",6,2017,34,"2017-02-05",2017,6,2,2
"MÉXICO",6,2017,7,"2017-02-05",2017,6,2,2
"MICHOACÁN",6,2017,23,"2017-02-05",2017,6,2,2
"PUEBLA",6,2017,17,"2017-02-05",2017,6,2,2
"MORELOS",6,2017,25,"2017-02-05",2017,6,2,2
"QUINTANA ROO",6,2017,12,"2017-02-05",2017,6,2,2
"SINALOA",6,2017,23,"2017-02-05",2017,6,2,2
"NUEVO LEÓN",6,2017,75,"2017-02-05",2017,6,2,2
"HIDALGO",6,2017,1,"2017-02-05",2017,6,2,2
"NAYARIT",6,2017,16,"2017-02-05",2017,6,2,2
"COLIMA",6,2017,12,"2017-02-05",2017,6,2,2
"GUANAJUATO",6,2017,1,"2017-02-05",2017,6,2,2
"TAMAULIPAS",6,2017,46,"2017-02-05",2017,6,2,2
"DURANGO",6,2017,1,"2017-02-05",2017,6,2,2
"GUERRERO",6,2017,22,"2017-02-05",2017,6,2,2
"SONORA",6,2017,7,"2017-02-05",2017,6,2,2
"SAN LUIS POTOSÍ",6,2017,3,"2017-02-05",2017,6,2,2
"COAHUILA",6,2017,5,"2017-02-05",2017,6,2,2
"YUCATÁN",6,2017,18,"2017-02-05",2017,6,2,2
"OAXACA",6,2017,13,"2017-02-05",2017,6,2,2
"TABASCO",6,2017,12,"2017-02-05",2017,6,2,2
"QUERÉTARO",6,2017,0,"2017-02-05",2017,6,2,2
"BAJA CALIFORNIA SUR",6,2017,3,"2017-02-05",2017,6,2,2
"BAJA CALIFORNIA",6,2017,0,"2017-02-05",2017,6,2,2
"CHIHUAHUA",6,2017,0,"2017-02-05",2017,6,2,2
"CAMPECHE",6,2017,11,"2017-02-05",2017,6,2,2
"AGUASCALIENTES",6,2017,0,"2017-02-05",2017,6,2,2
"CIUDAD DE MÉXICO",6,2017,3,"2017-02-05",2017,6,2,2
"TLAXCALA",6,2017,0,"2017-02-05",2017,6,2,2
"ZACATECAS",6,2017,0,"2017-02-05",2017,6,2,2
"CHIAPAS",7,2017,24,"2017-02-12",2017,7,2,2
"JALISCO",7,2017,52,"2017-02-12",2017,7,2,2
"VERACRUZ",7,2017,35,"2017-02-12",2017,7,2,2
"MICHOACÁN",7,2017,33,"2017-02-12",2017,7,2,2
"MÉXICO",7,2017,3,"2017-02-12",2017,7,2,2
"PUEBLA",7,2017,7,"2017-02-12",2017,7,2,2
"MORELOS",7,2017,27,"2017-02-12",2017,7,2,2
"QUINTANA ROO",7,2017,16,"2017-02-12",2017,7,2,2
"SINALOA",7,2017,18,"2017-02-12",2017,7,2,2
"NUEVO LEÓN",7,2017,109,"2017-02-12",2017,7,2,2
"HIDALGO",7,2017,9,"2017-02-12",2017,7,2,2
"NAYARIT",7,2017,35,"2017-02-12",2017,7,2,2
"COLIMA",7,2017,24,"2017-02-12",2017,7,2,2
"GUERRERO",7,2017,24,"2017-02-12",2017,7,2,2
"GUANAJUATO",7,2017,0,"2017-02-12",2017,7,2,2
"TAMAULIPAS",7,2017,31,"2017-02-12",2017,7,2,2
"DURANGO",7,2017,0,"2017-02-12",2017,7,2,2
"SONORA",7,2017,17,"2017-02-12",2017,7,2,2
"SAN LUIS POTOSÍ",7,2017,11,"2017-02-12",2017,7,2,2
"COAHUILA",7,2017,5,"2017-02-12",2017,7,2,2
"YUCATÁN",7,2017,11,"2017-02-12",2017,7,2,2
"OAXACA",7,2017,17,"2017-02-12",2017,7,2,2
"TABASCO",7,2017,9,"2017-02-12",2017,7,2,2
"QUERÉTARO",7,2017,1,"2017-02-12",2017,7,2,2
"BAJA CALIFORNIA SUR",7,2017,1,"2017-02-12",2017,7,2,2
"BAJA CALIFORNIA",7,2017,1,"2017-02-12",2017,7,2,2
"CHIHUAHUA",7,2017,0,"2017-02-12",2017,7,2,2
"CAMPECHE",7,2017,14,"2017-02-12",2017,7,2,2
"AGUASCALIENTES",7,2017,0,"2017-02-12",2017,7,2,2
"CIUDAD DE MÉXICO",7,2017,1,"2017-02-12",2017,7,2,2
"TLAXCALA",7,2017,1,"2017-02-12",2017,7,2,2
"ZACATECAS",7,2017,1,"2017-02-12",2017,7,2,2
"CHIAPAS",8,2017,30,"2017-02-19",2017,8,2,2
"JALISCO",8,2017,57,"2017-02-19",2017,8,2,2
"MICHOACÁN",8,2017,32,"2017-02-19",2017,8,2,2
"VERACRUZ",8,2017,50,"2017-02-19",2017,8,2,2
"GUERRERO",8,2017,29,"2017-02-19",2017,8,2,2
"MÉXICO",8,2017,9,"2017-02-19",2017,8,2,2
"NUEVO LEÓN",8,2017,102,"2017-02-19",2017,8,2,2
"PUEBLA",8,2017,38,"2017-02-19",2017,8,2,2
"MORELOS",8,2017,41,"2017-02-19",2017,8,2,2
"QUINTANA ROO",8,2017,16,"2017-02-19",2017,8,2,2
"SINALOA",8,2017,22,"2017-02-19",2017,8,2,2
"HIDALGO",8,2017,6,"2017-02-19",2017,8,2,2
"NAYARIT",8,2017,19,"2017-02-19",2017,8,2,2
"COLIMA",8,2017,21,"2017-02-19",2017,8,2,2
"GUANAJUATO",8,2017,1,"2017-02-19",2017,8,2,2
"TAMAULIPAS",8,2017,30,"2017-02-19",2017,8,2,2
"DURANGO",8,2017,2,"2017-02-19",2017,8,2,2
"SONORA",8,2017,7,"2017-02-19",2017,8,2,2
"SAN LUIS POTOSÍ",8,2017,15,"2017-02-19",2017,8,2,2
"COAHUILA",8,2017,10,"2017-02-19",2017,8,2,2
"YUCATÁN",8,2017,18,"2017-02-19",2017,8,2,2
"OAXACA",8,2017,18,"2017-02-19",2017,8,2,2
"TABASCO",8,2017,22,"2017-02-19",2017,8,2,2
"QUERÉTARO",8,2017,1,"2017-02-19",2017,8,2,2
"BAJA CALIFORNIA SUR",8,2017,6,"2017-02-19",2017,8,2,2
"BAJA CALIFORNIA",8,2017,3,"2017-02-19",2017,8,2,2
"CHIHUAHUA",8,2017,0,"2017-02-19",2017,8,2,2
"CAMPECHE",8,2017,10,"2017-02-19",2017,8,2,2
"AGUASCALIENTES",8,2017,0,"2017-02-19",2017,8,2,2
"CIUDAD DE MÉXICO",8,2017,0,"2017-02-19",2017,8,2,2
"TLAXCALA",8,2017,0,"2017-02-19",2017,8,2,2
"ZACATECAS",8,2017,1,"2017-02-19",2017,8,2,2
"CHIAPAS",9,2017,20,"2017-02-26",2017,9,2,2
"JALISCO",9,2017,50,"2017-02-26",2017,9,2,2
"MICHOACÁN",9,2017,21,"2017-02-26",2017,9,2,2
"GUERRERO",9,2017,22,"2017-02-26",2017,9,2,2
"VERACRUZ",9,2017,47,"2017-02-26",2017,9,2,2
"COLIMA",9,2017,24,"2017-02-26",2017,9,2,2
"MÉXICO",9,2017,7,"2017-02-26",2017,9,2,2
"NUEVO LEÓN",9,2017,122,"2017-02-26",2017,9,2,2
"PUEBLA",9,2017,21,"2017-02-26",2017,9,2,2
"MORELOS",9,2017,30,"2017-02-26",2017,9,2,2
"QUINTANA ROO",9,2017,12,"2017-02-26",2017,9,2,2
"SINALOA",9,2017,11,"2017-02-26",2017,9,2,2
"HIDALGO",9,2017,4,"2017-02-26",2017,9,2,2
"NAYARIT",9,2017,28,"2017-02-26",2017,9,2,2
"GUANAJUATO",9,2017,3,"2017-02-26",2017,9,2,2
"TAMAULIPAS",9,2017,27,"2017-02-26",2017,9,2,2
"DURANGO",9,2017,0,"2017-02-26",2017,9,2,2
"SONORA",9,2017,10,"2017-02-26",2017,9,2,2
"SAN LUIS POTOSÍ",9,2017,7,"2017-02-26",2017,9,2,2
"COAHUILA",9,2017,2,"2017-02-26",2017,9,2,2
"YUCATÁN",9,2017,1,"2017-02-26",2017,9,2,2
"OAXACA",9,2017,23,"2017-02-26",2017,9,2,2
"TABASCO",9,2017,15,"2017-02-26",2017,9,2,2
"QUERÉTARO",9,2017,0,"2017-02-26",2017,9,2,2
"BAJA CALIFORNIA SUR",9,2017,5,"2017-02-26",2017,9,2,2
"BAJA CALIFORNIA",9,2017,3,"2017-02-26",2017,9,2,2
"CHIHUAHUA",9,2017,0,"2017-02-26",2017,9,2,2
"CAMPECHE",9,2017,3,"2017-02-26",2017,9,2,2
"AGUASCALIENTES",9,2017,0,"2017-02-26",2017,9,2,2
"CIUDAD DE MÉXICO",9,2017,2,"2017-02-26",2017,9,2,2
"TLAXCALA",9,2017,0,"2017-02-26",2017,9,2,2
"ZACATECAS",9,2017,0,"2017-02-26",2017,9,2,2
"CHIAPAS",10,2017,21,"2017-03-05",2017,10,3,2
"JALISCO",10,2017,77,"2017-03-05",2017,10,3,2
"GUERRERO",10,2017,32,"2017-03-05",2017,10,3,2
"MICHOACÁN",10,2017,21,"2017-03-05",2017,10,3,2
"VERACRUZ",10,2017,51,"2017-03-05",2017,10,3,2
"COLIMA",10,2017,21,"2017-03-05",2017,10,3,2
"MÉXICO",10,2017,7,"2017-03-05",2017,10,3,2
"NUEVO LEÓN",10,2017,128,"2017-03-05",2017,10,3,2
"PUEBLA",10,2017,20,"2017-03-05",2017,10,3,2
"MORELOS",10,2017,48,"2017-03-05",2017,10,3,2
"QUINTANA ROO",10,2017,25,"2017-03-05",2017,10,3,2
"SINALOA",10,2017,13,"2017-03-05",2017,10,3,2
"HIDALGO",10,2017,6,"2017-03-05",2017,10,3,2
"NAYARIT",10,2017,30,"2017-03-05",2017,10,3,2
"TAMAULIPAS",10,2017,22,"2017-03-05",2017,10,3,2
"GUANAJUATO",10,2017,2,"2017-03-05",2017,10,3,2
"DURANGO",10,2017,2,"2017-03-05",2017,10,3,2
"SONORA",10,2017,23,"2017-03-05",2017,10,3,2
"SAN LUIS POTOSÍ",10,2017,4,"2017-03-05",2017,10,3,2
"COAHUILA",10,2017,4,"2017-03-05",2017,10,3,2
"YUCATÁN",10,2017,21,"2017-03-05",2017,10,3,2
"OAXACA",10,2017,39,"2017-03-05",2017,10,3,2
"TABASCO",10,2017,21,"2017-03-05",2017,10,3,2
"QUERÉTARO",10,2017,0,"2017-03-05",2017,10,3,2
"BAJA CALIFORNIA SUR",10,2017,6,"2017-03-05",2017,10,3,2
"BAJA CALIFORNIA",10,2017,2,"2017-03-05",2017,10,3,2
"CHIHUAHUA",10,2017,0,"2017-03-05",2017,10,3,2
"CAMPECHE",10,2017,11,"2017-03-05",2017,10,3,2
"AGUASCALIENTES",10,2017,0,"2017-03-05",2017,10,3,2
"CIUDAD DE MÉXICO",10,2017,1,"2017-03-05",2017,10,3,2
"TLAXCALA",10,2017,0,"2017-03-05",2017,10,3,2
"ZACATECAS",10,2017,1,"2017-03-05",2017,10,3,2
"CHIAPAS",11,2017,25,"2017-03-12",2017,11,3,2
"JALISCO",11,2017,63,"2017-03-12",2017,11,3,2
"GUERRERO",11,2017,27,"2017-03-12",2017,11,3,2
"VERACRUZ",11,2017,66,"2017-03-12",2017,11,3,2
"MICHOACÁN",11,2017,20,"2017-03-12",2017,11,3,2
"MÉXICO",11,2017,10,"2017-03-12",2017,11,3,2
"COLIMA",11,2017,27,"2017-03-12",2017,11,3,2
"TAMAULIPAS",11,2017,32,"2017-03-12",2017,11,3,2
"NUEVO LEÓN",11,2017,115,"2017-03-12",2017,11,3,2
"QUINTANA ROO",11,2017,13,"2017-03-12",2017,11,3,2
"PUEBLA",11,2017,27,"2017-03-12",2017,11,3,2
"MORELOS",11,2017,61,"2017-03-12",2017,11,3,2
"SINALOA",11,2017,14,"2017-03-12",2017,11,3,2
"HIDALGO",11,2017,6,"2017-03-12",2017,11,3,2
"NAYARIT",11,2017,32,"2017-03-12",2017,11,3,2
"GUANAJUATO",11,2017,1,"2017-03-12",2017,11,3,2
"DURANGO",11,2017,4,"2017-03-12",2017,11,3,2
"SONORA",11,2017,18,"2017-03-12",2017,11,3,2
"SAN LUIS POTOSÍ",11,2017,5,"2017-03-12",2017,11,3,2
"COAHUILA",11,2017,7,"2017-03-12",2017,11,3,2
"YUCATÁN",11,2017,9,"2017-03-12",2017,11,3,2
"OAXACA",11,2017,21,"2017-03-12",2017,11,3,2
"TABASCO",11,2017,15,"2017-03-12",2017,11,3,2
"QUERÉTARO",11,2017,1,"2017-03-12",2017,11,3,2
"BAJA CALIFORNIA SUR",11,2017,5,"2017-03-12",2017,11,3,2
"BAJA CALIFORNIA",11,2017,2,"2017-03-12",2017,11,3,2
"CHIHUAHUA",11,2017,0,"2017-03-12",2017,11,3,2
"CAMPECHE",11,2017,7,"2017-03-12",2017,11,3,2
"AGUASCALIENTES",11,2017,0,"2017-03-12",2017,11,3,2
"CIUDAD DE MÉXICO",11,2017,2,"2017-03-12",2017,11,3,2
"TLAXCALA",11,2017,0,"2017-03-12",2017,11,3,2
"ZACATECAS",11,2017,0,"2017-03-12",2017,11,3,2
"CHIAPAS",12,2017,38,"2017-03-19",2017,12,3,2
"JALISCO",12,2017,96,"2017-03-19",2017,12,3,2
"VERACRUZ",12,2017,54,"2017-03-19",2017,12,3,2
"GUERRERO",12,2017,34,"2017-03-19",2017,12,3,2
"MICHOACÁN",12,2017,22,"2017-03-19",2017,12,3,2
"MÉXICO",12,2017,6,"2017-03-19",2017,12,3,2
"COLIMA",12,2017,15,"2017-03-19",2017,12,3,2
"TAMAULIPAS",12,2017,36,"2017-03-19",2017,12,3,2
"NUEVO LEÓN",12,2017,69,"2017-03-19",2017,12,3,2
"QUINTANA ROO",12,2017,21,"2017-03-19",2017,12,3,2
"PUEBLA",12,2017,7,"2017-03-19",2017,12,3,2
"MORELOS",12,2017,37,"2017-03-19",2017,12,3,2
"SINALOA",12,2017,6,"2017-03-19",2017,12,3,2
"HIDALGO",12,2017,3,"2017-03-19",2017,12,3,2
"NAYARIT",12,2017,32,"2017-03-19",2017,12,3,2
"GUANAJUATO",12,2017,0,"2017-03-19",2017,12,3,2
"DURANGO",12,2017,1,"2017-03-19",2017,12,3,2
"SONORA",12,2017,27,"2017-03-19",2017,12,3,2
"SAN LUIS POTOSÍ",12,2017,9,"2017-03-19",2017,12,3,2
"COAHUILA",12,2017,6,"2017-03-19",2017,12,3,2
"YUCATÁN",12,2017,5,"2017-03-19",2017,12,3,2
"OAXACA",12,2017,19,"2017-03-19",2017,12,3,2
"TABASCO",12,2017,7,"2017-03-19",2017,12,3,2
"QUERÉTARO",12,2017,0,"2017-03-19",2017,12,3,2
"BAJA CALIFORNIA SUR",12,2017,3,"2017-03-19",2017,12,3,2
"BAJA CALIFORNIA",12,2017,5,"2017-03-19",2017,12,3,2
"CHIHUAHUA",12,2017,0,"2017-03-19",2017,12,3,2
"CAMPECHE",12,2017,5,"2017-03-19",2017,12,3,2
"AGUASCALIENTES",12,2017,0,"2017-03-19",2017,12,3,2
"CIUDAD DE MÉXICO",12,2017,0,"2017-03-19",2017,12,3,2
"TLAXCALA",12,2017,0,"2017-03-19",2017,12,3,2
"ZACATECAS",12,2017,0,"2017-03-19",2017,12,3,2
"CHIAPAS",13,2017,34,"2017-03-26",2017,13,3,2
"JALISCO",13,2017,86,"2017-03-26",2017,13,3,2
"VERACRUZ",13,2017,94,"2017-03-26",2017,13,3,2
"GUERRERO",13,2017,51,"2017-03-26",2017,13,3,2
"MICHOACÁN",13,2017,18,"2017-03-26",2017,13,3,2
"MÉXICO",13,2017,5,"2017-03-26",2017,13,3,2
"COLIMA",13,2017,36,"2017-03-26",2017,13,3,2
"TAMAULIPAS",13,2017,25,"2017-03-26",2017,13,3,2
"NUEVO LEÓN",13,2017,78,"2017-03-26",2017,13,3,2
"QUINTANA ROO",13,2017,18,"2017-03-26",2017,13,3,2
"PUEBLA",13,2017,37,"2017-03-26",2017,13,3,2
"MORELOS",13,2017,40,"2017-03-26",2017,13,3,2
"SINALOA",13,2017,11,"2017-03-26",2017,13,3,2
"HIDALGO",13,2017,5,"2017-03-26",2017,13,3,2
"NAYARIT",13,2017,49,"2017-03-26",2017,13,3,2
"GUANAJUATO",13,2017,0,"2017-03-26",2017,13,3,2
"DURANGO",13,2017,0,"2017-03-26",2017,13,3,2
"SONORA",13,2017,21,"2017-03-26",2017,13,3,2
"SAN LUIS POTOSÍ",13,2017,10,"2017-03-26",2017,13,3,2
"COAHUILA",13,2017,3,"2017-03-26",2017,13,3,2
"YUCATÁN",13,2017,21,"2017-03-26",2017,13,3,2
"OAXACA",13,2017,18,"2017-03-26",2017,13,3,2
"TABASCO",13,2017,13,"2017-03-26",2017,13,3,2
"QUERÉTARO",13,2017,0,"2017-03-26",2017,13,3,2
"BAJA CALIFORNIA SUR",13,2017,10,"2017-03-26",2017,13,3,2
"BAJA CALIFORNIA",13,2017,8,"2017-03-26",2017,13,3,2
"CHIHUAHUA",13,2017,0,"2017-03-26",2017,13,3,2
"CAMPECHE",13,2017,6,"2017-03-26",2017,13,3,2
"AGUASCALIENTES",13,2017,0,"2017-03-26",2017,13,3,2
"CIUDAD DE MÉXICO",13,2017,2,"2017-03-26",2017,13,3,2
"TLAXCALA",13,2017,1,"2017-03-26",2017,13,3,2
"ZACATECAS",13,2017,0,"2017-03-26",2017,13,3,2
"CHIAPAS",14,2017,40,"2017-04-02",2017,14,4,2
"JALISCO",14,2017,91,"2017-04-02",2017,14,4,2
"VERACRUZ",14,2017,68,"2017-04-02",2017,14,4,2
"GUERRERO",14,2017,41,"2017-04-02",2017,14,4,2
"MICHOACÁN",14,2017,27,"2017-04-02",2017,14,4,2
"MÉXICO",14,2017,9,"2017-04-02",2017,14,4,2
"COLIMA",14,2017,23,"2017-04-02",2017,14,4,2
"TAMAULIPAS",14,2017,31,"2017-04-02",2017,14,4,2
"GUANAJUATO",14,2017,0,"2017-04-02",2017,14,4,2
"NUEVO LEÓN",14,2017,77,"2017-04-02",2017,14,4,2
"QUINTANA ROO",14,2017,15,"2017-04-02",2017,14,4,2
"HIDALGO",14,2017,8,"2017-04-02",2017,14,4,2
"MORELOS",14,2017,41,"2017-04-02",2017,14,4,2
"NAYARIT",14,2017,66,"2017-04-02",2017,14,4,2
"PUEBLA",14,2017,24,"2017-04-02",2017,14,4,2
"SINALOA",14,2017,15,"2017-04-02",2017,14,4,2
"AGUASCALIENTES",14,2017,0,"2017-04-02",2017,14,4,2
"BAJA CALIFORNIA",14,2017,2,"2017-04-02",2017,14,4,2
"BAJA CALIFORNIA SUR",14,2017,4,"2017-04-02",2017,14,4,2
"CAMPECHE",14,2017,4,"2017-04-02",2017,14,4,2
"COAHUILA",14,2017,4,"2017-04-02",2017,14,4,2
"CHIHUAHUA",14,2017,1,"2017-04-02",2017,14,4,2
"CIUDAD DE MÉXICO",14,2017,1,"2017-04-02",2017,14,4,2
"DURANGO",14,2017,1,"2017-04-02",2017,14,4,2
"OAXACA",14,2017,14,"2017-04-02",2017,14,4,2
"QUERÉTARO",14,2017,0,"2017-04-02",2017,14,4,2
"SAN LUIS POTOSÍ",14,2017,2,"2017-04-02",2017,14,4,2
"SONORA",14,2017,30,"2017-04-02",2017,14,4,2
"TABASCO",14,2017,10,"2017-04-02",2017,14,4,2
"TLAXCALA",14,2017,0,"2017-04-02",2017,14,4,2
"YUCATÁN",14,2017,15,"2017-04-02",2017,14,4,2
"ZACATECAS",14,2017,0,"2017-04-02",2017,14,4,2
"CHIAPAS",15,2017,30,"2017-04-09",2017,15,4,2
"JALISCO",15,2017,51,"2017-04-09",2017,15,4,2
"VERACRUZ",15,2017,40,"2017-04-09",2017,15,4,2
"GUERRERO",15,2017,11,"2017-04-09",2017,15,4,2
"MICHOACÁN",15,2017,27,"2017-04-09",2017,15,4,2
"MÉXICO",15,2017,8,"2017-04-09",2017,15,4,2
"COLIMA",15,2017,7,"2017-04-09",2017,15,4,2
"TAMAULIPAS",15,2017,23,"2017-04-09",2017,15,4,2
"GUANAJUATO",15,2017,0,"2017-04-09",2017,15,4,2
"NUEVO LEÓN",15,2017,46,"2017-04-09",2017,15,4,2
"QUINTANA ROO",15,2017,9,"2017-04-09",2017,15,4,2
"HIDALGO",15,2017,1,"2017-04-09",2017,15,4,2
"MORELOS",15,2017,14,"2017-04-09",2017,15,4,2
"NAYARIT",15,2017,41,"2017-04-09",2017,15,4,2
"PUEBLA",15,2017,22,"2017-04-09",2017,15,4,2
"SINALOA",15,2017,1,"2017-04-09",2017,15,4,2
"AGUASCALIENTES",15,2017,0,"2017-04-09",2017,15,4,2
"BAJA CALIFORNIA",15,2017,3,"2017-04-09",2017,15,4,2
"BAJA CALIFORNIA SUR",15,2017,11,"2017-04-09",2017,15,4,2
"CAMPECHE",15,2017,1,"2017-04-09",2017,15,4,2
"COAHUILA",15,2017,2,"2017-04-09",2017,15,4,2
"CHIHUAHUA",15,2017,0,"2017-04-09",2017,15,4,2
"CIUDAD DE MÉXICO",15,2017,2,"2017-04-09",2017,15,4,2
"DURANGO",15,2017,0,"2017-04-09",2017,15,4,2
"OAXACA",15,2017,11,"2017-04-09",2017,15,4,2
"QUERÉTARO",15,2017,0,"2017-04-09",2017,15,4,2
"SAN LUIS POTOSÍ",15,2017,3,"2017-04-09",2017,15,4,2
"SONORA",15,2017,13,"2017-04-09",2017,15,4,2
"TABASCO",15,2017,6,"2017-04-09",2017,15,4,2
"TLAXCALA",15,2017,1,"2017-04-09",2017,15,4,2
"YUCATÁN",15,2017,12,"2017-04-09",2017,15,4,2
"ZACATECAS",15,2017,1,"2017-04-09",2017,15,4,2
"CHIAPAS",16,2017,41,"2017-04-16",2017,16,4,2
"JALISCO",16,2017,42,"2017-04-16",2017,16,4,2
"VERACRUZ",16,2017,46,"2017-04-16",2017,16,4,2
"GUERRERO",16,2017,29,"2017-04-16",2017,16,4,2
"MICHOACÁN",16,2017,15,"2017-04-16",2017,16,4,2
"MÉXICO",16,2017,14,"2017-04-16",2017,16,4,2
"COLIMA",16,2017,22,"2017-04-16",2017,16,4,2
"TAMAULIPAS",16,2017,20,"2017-04-16",2017,16,4,2
"GUANAJUATO",16,2017,0,"2017-04-16",2017,16,4,2
"NUEVO LEÓN",16,2017,77,"2017-04-16",2017,16,4,2
"QUINTANA ROO",16,2017,6,"2017-04-16",2017,16,4,2
"HIDALGO",16,2017,2,"2017-04-16",2017,16,4,2
"MORELOS",16,2017,24,"2017-04-16",2017,16,4,2
"NAYARIT",16,2017,42,"2017-04-16",2017,16,4,2
"PUEBLA",16,2017,15,"2017-04-16",2017,16,4,2
"SINALOA",16,2017,6,"2017-04-16",2017,16,4,2
"AGUASCALIENTES",16,2017,0,"2017-04-16",2017,16,4,2
"BAJA CALIFORNIA",16,2017,3,"2017-04-16",2017,16,4,2
"BAJA CALIFORNIA SUR",16,2017,6,"2017-04-16",2017,16,4,2
"CAMPECHE",16,2017,2,"2017-04-16",2017,16,4,2
"COAHUILA",16,2017,2,"2017-04-16",2017,16,4,2
"CHIHUAHUA",16,2017,0,"2017-04-16",2017,16,4,2
"CIUDAD DE MÉXICO",16,2017,3,"2017-04-16",2017,16,4,2
"DURANGO",16,2017,0,"2017-04-16",2017,16,4,2
"OAXACA",16,2017,5,"2017-04-16",2017,16,4,2
"QUERÉTARO",16,2017,0,"2017-04-16",2017,16,4,2
"SAN LUIS POTOSÍ",16,2017,9,"2017-04-16",2017,16,4,2
"SONORA",16,2017,15,"2017-04-16",2017,16,4,2
"TABASCO",16,2017,17,"2017-04-16",2017,16,4,2
"TLAXCALA",16,2017,2,"2017-04-16",2017,16,4,2
"YUCATÁN",16,2017,13,"2017-04-16",2017,16,4,2
"ZACATECAS",16,2017,1,"2017-04-16",2017,16,4,2
"CHIAPAS",17,2017,64,"2017-04-23",2017,17,4,2
"JALISCO",17,2017,62,"2017-04-23",2017,17,4,2
"VERACRUZ",17,2017,80,"2017-04-23",2017,17,4,2
"GUERRERO",17,2017,34,"2017-04-23",2017,17,4,2
"MICHOACÁN",17,2017,20,"2017-04-23",2017,17,4,2
"MÉXICO",17,2017,19,"2017-04-23",2017,17,4,2
"TAMAULIPAS",17,2017,28,"2017-04-23",2017,17,4,2
"COLIMA",17,2017,19,"2017-04-23",2017,17,4,2
"QUINTANA ROO",17,2017,11,"2017-04-23",2017,17,4,2
"GUANAJUATO",17,2017,0,"2017-04-23",2017,17,4,2
"NUEVO LEÓN",17,2017,108,"2017-04-23",2017,17,4,2
"HIDALGO",17,2017,2,"2017-04-23",2017,17,4,2
"MORELOS",17,2017,33,"2017-04-23",2017,17,4,2
"NAYARIT",17,2017,62,"2017-04-23",2017,17,4,2
"OAXACA",17,2017,20,"2017-04-23",2017,17,4,2
"PUEBLA",17,2017,28,"2017-04-23",2017,17,4,2
"SINALOA",17,2017,9,"2017-04-23",2017,17,4,2
"AGUASCALIENTES",17,2017,1,"2017-04-23",2017,17,4,2
"BAJA CALIFORNIA",17,2017,6,"2017-04-23",2017,17,4,2
"BAJA CALIFORNIA SUR",17,2017,5,"2017-04-23",2017,17,4,2
"CAMPECHE",17,2017,4,"2017-04-23",2017,17,4,2
"COAHUILA",17,2017,2,"2017-04-23",2017,17,4,2
"CHIHUAHUA",17,2017,0,"2017-04-23",2017,17,4,2
"CIUDAD DE MÉXICO",17,2017,4,"2017-04-23",2017,17,4,2
"DURANGO",17,2017,1,"2017-04-23",2017,17,4,2
"QUERÉTARO",17,2017,0,"2017-04-23",2017,17,4,2
"SAN LUIS POTOSÍ",17,2017,14,"2017-04-23",2017,17,4,2
"SONORA",17,2017,28,"2017-04-23",2017,17,4,2
"TABASCO",17,2017,20,"2017-04-23",2017,17,4,2
"TLAXCALA",17,2017,1,"2017-04-23",2017,17,4,2
"YUCATÁN",17,2017,18,"2017-04-23",2017,17,4,2
"ZACATECAS",17,2017,1,"2017-04-23",2017,17,4,2
"CHIAPAS",18,2017,54,"2017-04-30",2017,18,4,2
"JALISCO",18,2017,68,"2017-04-30",2017,18,4,2
"VERACRUZ",18,2017,47,"2017-04-30",2017,18,4,2
"GUERRERO",18,2017,25,"2017-04-30",2017,18,4,2
"MICHOACÁN",18,2017,14,"2017-04-30",2017,18,4,2
"MÉXICO",18,2017,25,"2017-04-30",2017,18,4,2
"TAMAULIPAS",18,2017,22,"2017-04-30",2017,18,4,2
"COLIMA",18,2017,11,"2017-04-30",2017,18,4,2
"QUINTANA ROO",18,2017,9,"2017-04-30",2017,18,4,2
"GUANAJUATO",18,2017,1,"2017-04-30",2017,18,4,2
"NUEVO LEÓN",18,2017,35,"2017-04-30",2017,18,4,2
"HIDALGO",18,2017,1,"2017-04-30",2017,18,4,2
"MORELOS",18,2017,34,"2017-04-30",2017,18,4,2
"NAYARIT",18,2017,48,"2017-04-30",2017,18,4,2
"OAXACA",18,2017,17,"2017-04-30",2017,18,4,2
"PUEBLA",18,2017,13,"2017-04-30",2017,18,4,2
"SINALOA",18,2017,5,"2017-04-30",2017,18,4,2
"AGUASCALIENTES",18,2017,0,"2017-04-30",2017,18,4,2
"BAJA CALIFORNIA",18,2017,4,"2017-04-30",2017,18,4,2
"BAJA CALIFORNIA SUR",18,2017,3,"2017-04-30",2017,18,4,2
"CAMPECHE",18,2017,2,"2017-04-30",2017,18,4,2
"COAHUILA",18,2017,3,"2017-04-30",2017,18,4,2
"CHIHUAHUA",18,2017,0,"2017-04-30",2017,18,4,2
"CIUDAD DE MÉXICO",18,2017,1,"2017-04-30",2017,18,4,2
"DURANGO",18,2017,5,"2017-04-30",2017,18,4,2
