"Estado","Semana_Epidemiologica","Anio","n","fecha","year","epiweek","month","normalized_year"
"QUERÉTARO",29,2022,1,"2022-07-17",2022,29,7,7
"QUINTANA ROO",29,2022,28,"2022-07-17",2022,29,7,7
"SAN LUIS POTOSÍ",29,2022,16,"2022-07-17",2022,29,7,7
"SINALOA",29,2022,26,"2022-07-17",2022,29,7,7
"SONORA",29,2022,17,"2022-07-17",2022,29,7,7
"TABASCO",29,2022,70,"2022-07-17",2022,29,7,7
"TAMAULIPAS",29,2022,6,"2022-07-17",2022,29,7,7
"VERACRUZ",29,2022,116,"2022-07-17",2022,29,7,7
"YUCATÁN",29,2022,13,"2022-07-17",2022,29,7,7
"ZACATECAS",29,2022,1,"2022-07-17",2022,29,7,7
"BAJA CALIFORNIA",29,2023,3,"2023-07-16",2023,29,7,8
"BAJA CALIFORNIA SUR",29,2023,8,"2023-07-16",2023,29,7,8
"CAMPECHE",29,2023,54,"2023-07-16",2023,29,7,8
"CHIAPAS",29,2023,244,"2023-07-16",2023,29,7,8
"CIUDAD DE MÉXICO",29,2023,14,"2023-07-16",2023,29,7,8
"COAHUILA",29,2023,7,"2023-07-16",2023,29,7,8
"COLIMA",29,2023,56,"2023-07-16",2023,29,7,8
"GUANAJUATO",29,2023,26,"2023-07-16",2023,29,7,8
"GUERRERO",29,2023,224,"2023-07-16",2023,29,7,8
"HIDALGO",29,2023,18,"2023-07-16",2023,29,7,8
"JALISCO",29,2023,163,"2023-07-16",2023,29,7,8
"MICHOACÁN",29,2023,50,"2023-07-16",2023,29,7,8
"MORELOS",29,2023,538,"2023-07-16",2023,29,7,8
"MÉXICO",29,2023,49,"2023-07-16",2023,29,7,8
"NAYARIT",29,2023,24,"2023-07-16",2023,29,7,8
"NUEVO LEÓN",29,2023,40,"2023-07-16",2023,29,7,8
"OAXACA",29,2023,684,"2023-07-16",2023,29,7,8
"PUEBLA",29,2023,269,"2023-07-16",2023,29,7,8
"QUERÉTARO",29,2023,2,"2023-07-16",2023,29,7,8
"QUINTANA ROO",29,2023,636,"2023-07-16",2023,29,7,8
"SAN LUIS POTOSÍ",29,2023,45,"2023-07-16",2023,29,7,8
"SINALOA",29,2023,23,"2023-07-16",2023,29,7,8
"SONORA",29,2023,15,"2023-07-16",2023,29,7,8
"TABASCO",29,2023,77,"2023-07-16",2023,29,7,8
"TAMAULIPAS",29,2023,31,"2023-07-16",2023,29,7,8
"VERACRUZ",29,2023,812,"2023-07-16",2023,29,7,8
"YUCATÁN",29,2023,672,"2023-07-16",2023,29,7,8
"ZACATECAS",29,2023,3,"2023-07-16",2023,29,7,8
"AGUASCALIENTES",29,2024,16,"2024-07-14",2024,29,7,9
"BAJA CALIFORNIA",29,2024,7,"2024-07-14",2024,29,7,9
"BAJA CALIFORNIA SUR",29,2024,84,"2024-07-14",2024,29,7,9
"CAMPECHE",29,2024,94,"2024-07-14",2024,29,7,9
"CHIAPAS",29,2024,701,"2024-07-14",2024,29,7,9
"CHIHUAHUA",29,2024,1,"2024-07-14",2024,29,7,9
"CIUDAD DE MÉXICO",29,2024,19,"2024-07-14",2024,29,7,9
"COAHUILA",29,2024,128,"2024-07-14",2024,29,7,9
"COLIMA",29,2024,691,"2024-07-14",2024,29,7,9
"DURANGO",29,2024,6,"2024-07-14",2024,29,7,9
"GUANAJUATO",29,2024,241,"2024-07-14",2024,29,7,9
"GUERRERO",29,2024,1216,"2024-07-14",2024,29,7,9
"HIDALGO",29,2024,58,"2024-07-14",2024,29,7,9
"JALISCO",29,2024,1190,"2024-07-14",2024,29,7,9
"MICHOACÁN",29,2024,813,"2024-07-14",2024,29,7,9
"MORELOS",29,2024,1438,"2024-07-14",2024,29,7,9
"MÉXICO",29,2024,227,"2024-07-14",2024,29,7,9
"NAYARIT",29,2024,892,"2024-07-14",2024,29,7,9
"NUEVO LEÓN",29,2024,536,"2024-07-14",2024,29,7,9
"OAXACA",29,2024,1347,"2024-07-14",2024,29,7,9
"PUEBLA",29,2024,563,"2024-07-14",2024,29,7,9
"QUERÉTARO",29,2024,63,"2024-07-14",2024,29,7,9
"QUINTANA ROO",29,2024,249,"2024-07-14",2024,29,7,9
"SAN LUIS POTOSÍ",29,2024,257,"2024-07-14",2024,29,7,9
"SINALOA",29,2024,108,"2024-07-14",2024,29,7,9
"SONORA",29,2024,18,"2024-07-14",2024,29,7,9
"TABASCO",29,2024,244,"2024-07-14",2024,29,7,9
"TAMAULIPAS",29,2024,228,"2024-07-14",2024,29,7,9
"TLAXCALA",29,2024,2,"2024-07-14",2024,29,7,9
"VERACRUZ",29,2024,507,"2024-07-14",2024,29,7,9
"YUCATÁN",29,2024,192,"2024-07-14",2024,29,7,9
"ZACATECAS",29,2024,2,"2024-07-14",2024,29,7,9
"BAJA CALIFORNIA",30,2020,3,"2020-07-19",2020,30,7,5
"BAJA CALIFORNIA SUR",30,2020,1,"2020-07-19",2020,30,7,5
"CAMPECHE",30,2020,8,"2020-07-19",2020,30,7,5
"CHIAPAS",30,2020,26,"2020-07-19",2020,30,7,5
"CIUDAD DE MÉXICO",30,2020,1,"2020-07-19",2020,30,7,5
"COAHUILA",30,2020,1,"2020-07-19",2020,30,7,5
"COLIMA",30,2020,37,"2020-07-19",2020,30,7,5
"DURANGO",30,2020,3,"2020-07-19",2020,30,7,5
"GUANAJUATO",30,2020,24,"2020-07-19",2020,30,7,5
"GUERRERO",30,2020,150,"2020-07-19",2020,30,7,5
"HIDALGO",30,2020,87,"2020-07-19",2020,30,7,5
"JALISCO",30,2020,566,"2020-07-19",2020,30,7,5
"MICHOACÁN",30,2020,289,"2020-07-19",2020,30,7,5
"MORELOS",30,2020,106,"2020-07-19",2020,30,7,5
"MÉXICO",30,2020,24,"2020-07-19",2020,30,7,5
"NAYARIT",30,2020,73,"2020-07-19",2020,30,7,5
"NUEVO LEÓN",30,2020,29,"2020-07-19",2020,30,7,5
"OAXACA",30,2020,54,"2020-07-19",2020,30,7,5
"PUEBLA",30,2020,100,"2020-07-19",2020,30,7,5
"QUERÉTARO",30,2020,25,"2020-07-19",2020,30,7,5
"QUINTANA ROO",30,2020,36,"2020-07-19",2020,30,7,5
"SAN LUIS POTOSÍ",30,2020,127,"2020-07-19",2020,30,7,5
"SINALOA",30,2020,6,"2020-07-19",2020,30,7,5
"SONORA",30,2020,5,"2020-07-19",2020,30,7,5
"TABASCO",30,2020,17,"2020-07-19",2020,30,7,5
"TAMAULIPAS",30,2020,165,"2020-07-19",2020,30,7,5
"TLAXCALA",30,2020,1,"2020-07-19",2020,30,7,5
"VERACRUZ",30,2020,143,"2020-07-19",2020,30,7,5
"YUCATÁN",30,2020,36,"2020-07-19",2020,30,7,5
"BAJA CALIFORNIA SUR",30,2021,3,"2021-07-25",2021,30,7,6
"CAMPECHE",30,2021,2,"2021-07-25",2021,30,7,6
"CHIAPAS",30,2021,37,"2021-07-25",2021,30,7,6
"CHIHUAHUA",30,2021,1,"2021-07-25",2021,30,7,6
"CIUDAD DE MÉXICO",30,2021,2,"2021-07-25",2021,30,7,6
"COAHUILA",30,2021,17,"2021-07-25",2021,30,7,6
"COLIMA",30,2021,33,"2021-07-25",2021,30,7,6
"DURANGO",30,2021,1,"2021-07-25",2021,30,7,6
"GUANAJUATO",30,2021,11,"2021-07-25",2021,30,7,6
"GUERRERO",30,2021,50,"2021-07-25",2021,30,7,6
"HIDALGO",30,2021,11,"2021-07-25",2021,30,7,6
"JALISCO",30,2021,134,"2021-07-25",2021,30,7,6
"MICHOACÁN",30,2021,53,"2021-07-25",2021,30,7,6
"MORELOS",30,2021,143,"2021-07-25",2021,30,7,6
"MÉXICO",30,2021,12,"2021-07-25",2021,30,7,6
"NAYARIT",30,2021,15,"2021-07-25",2021,30,7,6
"NUEVO LEÓN",30,2021,37,"2021-07-25",2021,30,7,6
"OAXACA",30,2021,114,"2021-07-25",2021,30,7,6
"PUEBLA",30,2021,49,"2021-07-25",2021,30,7,6
"QUERÉTARO",30,2021,2,"2021-07-25",2021,30,7,6
"QUINTANA ROO",30,2021,9,"2021-07-25",2021,30,7,6
"SAN LUIS POTOSÍ",30,2021,29,"2021-07-25",2021,30,7,6
"SINALOA",30,2021,8,"2021-07-25",2021,30,7,6
"SONORA",30,2021,1,"2021-07-25",2021,30,7,6
"TABASCO",30,2021,12,"2021-07-25",2021,30,7,6
"TAMAULIPAS",30,2021,41,"2021-07-25",2021,30,7,6
"VERACRUZ",30,2021,115,"2021-07-25",2021,30,7,6
"YUCATÁN",30,2021,12,"2021-07-25",2021,30,7,6
"ZACATECAS",30,2021,1,"2021-07-25",2021,30,7,6
"BAJA CALIFORNIA",30,2022,1,"2022-07-24",2022,30,7,7
"BAJA CALIFORNIA SUR",30,2022,9,"2022-07-24",2022,30,7,7
"CAMPECHE",30,2022,23,"2022-07-24",2022,30,7,7
"CHIAPAS",30,2022,103,"2022-07-24",2022,30,7,7
"CIUDAD DE MÉXICO",30,2022,2,"2022-07-24",2022,30,7,7
"COAHUILA",30,2022,11,"2022-07-24",2022,30,7,7
"COLIMA",30,2022,8,"2022-07-24",2022,30,7,7
"DURANGO",30,2022,1,"2022-07-24",2022,30,7,7
"GUANAJUATO",30,2022,2,"2022-07-24",2022,30,7,7
"GUERRERO",30,2022,90,"2022-07-24",2022,30,7,7
"HIDALGO",30,2022,4,"2022-07-24",2022,30,7,7
"JALISCO",30,2022,79,"2022-07-24",2022,30,7,7
"MICHOACÁN",30,2022,24,"2022-07-24",2022,30,7,7
"MORELOS",30,2022,71,"2022-07-24",2022,30,7,7
"MÉXICO",30,2022,76,"2022-07-24",2022,30,7,7
"NAYARIT",30,2022,17,"2022-07-24",2022,30,7,7
"NUEVO LEÓN",30,2022,8,"2022-07-24",2022,30,7,7
"OAXACA",30,2022,124,"2022-07-24",2022,30,7,7
"PUEBLA",30,2022,31,"2022-07-24",2022,30,7,7
"QUINTANA ROO",30,2022,33,"2022-07-24",2022,30,7,7
"SAN LUIS POTOSÍ",30,2022,5,"2022-07-24",2022,30,7,7
"SINALOA",30,2022,14,"2022-07-24",2022,30,7,7
"SONORA",30,2022,26,"2022-07-24",2022,30,7,7
"TABASCO",30,2022,67,"2022-07-24",2022,30,7,7
"TAMAULIPAS",30,2022,6,"2022-07-24",2022,30,7,7
"VERACRUZ",30,2022,126,"2022-07-24",2022,30,7,7
"YUCATÁN",30,2022,14,"2022-07-24",2022,30,7,7
"AGUASCALIENTES",30,2023,1,"2023-07-23",2023,30,7,8
"BAJA CALIFORNIA",30,2023,2,"2023-07-23",2023,30,7,8
"BAJA CALIFORNIA SUR",30,2023,6,"2023-07-23",2023,30,7,8
"CAMPECHE",30,2023,60,"2023-07-23",2023,30,7,8
"CHIAPAS",30,2023,289,"2023-07-23",2023,30,7,8
"CIUDAD DE MÉXICO",30,2023,13,"2023-07-23",2023,30,7,8
"COAHUILA",30,2023,13,"2023-07-23",2023,30,7,8
"COLIMA",30,2023,62,"2023-07-23",2023,30,7,8
"DURANGO",30,2023,4,"2023-07-23",2023,30,7,8
"GUANAJUATO",30,2023,18,"2023-07-23",2023,30,7,8
"GUERRERO",30,2023,255,"2023-07-23",2023,30,7,8
"HIDALGO",30,2023,17,"2023-07-23",2023,30,7,8
"JALISCO",30,2023,174,"2023-07-23",2023,30,7,8
"MICHOACÁN",30,2023,50,"2023-07-23",2023,30,7,8
"MORELOS",30,2023,584,"2023-07-23",2023,30,7,8
"MÉXICO",30,2023,45,"2023-07-23",2023,30,7,8
"NAYARIT",30,2023,29,"2023-07-23",2023,30,7,8
"NUEVO LEÓN",30,2023,36,"2023-07-23",2023,30,7,8
"OAXACA",30,2023,561,"2023-07-23",2023,30,7,8
"PUEBLA",30,2023,274,"2023-07-23",2023,30,7,8
"QUERÉTARO",30,2023,3,"2023-07-23",2023,30,7,8
"QUINTANA ROO",30,2023,619,"2023-07-23",2023,30,7,8
"SAN LUIS POTOSÍ",30,2023,32,"2023-07-23",2023,30,7,8
"SINALOA",30,2023,18,"2023-07-23",2023,30,7,8
"SONORA",30,2023,9,"2023-07-23",2023,30,7,8
"TABASCO",30,2023,64,"2023-07-23",2023,30,7,8
"TAMAULIPAS",30,2023,22,"2023-07-23",2023,30,7,8
"VERACRUZ",30,2023,778,"2023-07-23",2023,30,7,8
"YUCATÁN",30,2023,856,"2023-07-23",2023,30,7,8
"ZACATECAS",30,2023,1,"2023-07-23",2023,30,7,8
"AGUASCALIENTES",30,2024,19,"2024-07-21",2024,30,7,9
"BAJA CALIFORNIA",30,2024,8,"2024-07-21",2024,30,7,9
"BAJA CALIFORNIA SUR",30,2024,117,"2024-07-21",2024,30,7,9
"CAMPECHE",30,2024,103,"2024-07-21",2024,30,7,9
"CHIAPAS",30,2024,658,"2024-07-21",2024,30,7,9
"CIUDAD DE MÉXICO",30,2024,28,"2024-07-21",2024,30,7,9
"COAHUILA",30,2024,171,"2024-07-21",2024,30,7,9
"COLIMA",30,2024,667,"2024-07-21",2024,30,7,9
"DURANGO",30,2024,3,"2024-07-21",2024,30,7,9
"GUANAJUATO",30,2024,311,"2024-07-21",2024,30,7,9
"GUERRERO",30,2024,1191,"2024-07-21",2024,30,7,9
"HIDALGO",30,2024,42,"2024-07-21",2024,30,7,9
"JALISCO",30,2024,1324,"2024-07-21",2024,30,7,9
"MICHOACÁN",30,2024,742,"2024-07-21",2024,30,7,9
"MORELOS",30,2024,1391,"2024-07-21",2024,30,7,9
"MÉXICO",30,2024,223,"2024-07-21",2024,30,7,9
"NAYARIT",30,2024,923,"2024-07-21",2024,30,7,9
"NUEVO LEÓN",30,2024,575,"2024-07-21",2024,30,7,9
"OAXACA",30,2024,1239,"2024-07-21",2024,30,7,9
"PUEBLA",30,2024,613,"2024-07-21",2024,30,7,9
"QUERÉTARO",30,2024,81,"2024-07-21",2024,30,7,9
"QUINTANA ROO",30,2024,291,"2024-07-21",2024,30,7,9
"SAN LUIS POTOSÍ",30,2024,264,"2024-07-21",2024,30,7,9
"SINALOA",30,2024,137,"2024-07-21",2024,30,7,9
"SONORA",30,2024,17,"2024-07-21",2024,30,7,9
"TABASCO",30,2024,254,"2024-07-21",2024,30,7,9
"TAMAULIPAS",30,2024,274,"2024-07-21",2024,30,7,9
"TLAXCALA",30,2024,9,"2024-07-21",2024,30,7,9
"VERACRUZ",30,2024,569,"2024-07-21",2024,30,7,9
"YUCATÁN",30,2024,252,"2024-07-21",2024,30,7,9
"ZACATECAS",30,2024,2,"2024-07-21",2024,30,7,9
"BAJA CALIFORNIA",31,2020,2,"2020-07-26",2020,31,7,5
"BAJA CALIFORNIA SUR",31,2020,2,"2020-07-26",2020,31,7,5
"CAMPECHE",31,2020,6,"2020-07-26",2020,31,7,5
"CHIAPAS",31,2020,22,"2020-07-26",2020,31,7,5
"CIUDAD DE MÉXICO",31,2020,2,"2020-07-26",2020,31,7,5
"COAHUILA",31,2020,9,"2020-07-26",2020,31,7,5
"COLIMA",31,2020,34,"2020-07-26",2020,31,7,5
"GUANAJUATO",31,2020,5,"2020-07-26",2020,31,7,5
"GUERRERO",31,2020,151,"2020-07-26",2020,31,7,5
"HIDALGO",31,2020,73,"2020-07-26",2020,31,7,5
"JALISCO",31,2020,499,"2020-07-26",2020,31,7,5
"MICHOACÁN",31,2020,299,"2020-07-26",2020,31,7,5
"MORELOS",31,2020,134,"2020-07-26",2020,31,7,5
"MÉXICO",31,2020,22,"2020-07-26",2020,31,7,5
"NAYARIT",31,2020,56,"2020-07-26",2020,31,7,5
"NUEVO LEÓN",31,2020,24,"2020-07-26",2020,31,7,5
"OAXACA",31,2020,56,"2020-07-26",2020,31,7,5
"PUEBLA",31,2020,110,"2020-07-26",2020,31,7,5
"QUERÉTARO",31,2020,31,"2020-07-26",2020,31,7,5
"QUINTANA ROO",31,2020,42,"2020-07-26",2020,31,7,5
"SAN LUIS POTOSÍ",31,2020,151,"2020-07-26",2020,31,7,5
"SINALOA",31,2020,11,"2020-07-26",2020,31,7,5
"SONORA",31,2020,5,"2020-07-26",2020,31,7,5
"TABASCO",31,2020,6,"2020-07-26",2020,31,7,5
"TAMAULIPAS",31,2020,135,"2020-07-26",2020,31,7,5
"VERACRUZ",31,2020,133,"2020-07-26",2020,31,7,5
"YUCATÁN",31,2020,21,"2020-07-26",2020,31,7,5
"ZACATECAS",31,2020,1,"2020-07-26",2020,31,7,5
"BAJA CALIFORNIA SUR",31,2021,3,"2021-08-01",2021,31,8,6
"CAMPECHE",31,2021,1,"2021-08-01",2021,31,8,6
"CHIAPAS",31,2021,48,"2021-08-01",2021,31,8,6
"CIUDAD DE MÉXICO",31,2021,4,"2021-08-01",2021,31,8,6
"COAHUILA",31,2021,13,"2021-08-01",2021,31,8,6
"COLIMA",31,2021,21,"2021-08-01",2021,31,8,6
"GUANAJUATO",31,2021,9,"2021-08-01",2021,31,8,6
"GUERRERO",31,2021,51,"2021-08-01",2021,31,8,6
"HIDALGO",31,2021,7,"2021-08-01",2021,31,8,6
"JALISCO",31,2021,134,"2021-08-01",2021,31,8,6
"MICHOACÁN",31,2021,27,"2021-08-01",2021,31,8,6
"MORELOS",31,2021,121,"2021-08-01",2021,31,8,6
"MÉXICO",31,2021,21,"2021-08-01",2021,31,8,6
"NAYARIT",31,2021,12,"2021-08-01",2021,31,8,6
"NUEVO LEÓN",31,2021,27,"2021-08-01",2021,31,8,6
"OAXACA",31,2021,141,"2021-08-01",2021,31,8,6
"PUEBLA",31,2021,57,"2021-08-01",2021,31,8,6
"QUINTANA ROO",31,2021,9,"2021-08-01",2021,31,8,6
"SAN LUIS POTOSÍ",31,2021,31,"2021-08-01",2021,31,8,6
"SINALOA",31,2021,12,"2021-08-01",2021,31,8,6
"SONORA",31,2021,3,"2021-08-01",2021,31,8,6
"TABASCO",31,2021,13,"2021-08-01",2021,31,8,6
"TAMAULIPAS",31,2021,36,"2021-08-01",2021,31,8,6
"VERACRUZ",31,2021,89,"2021-08-01",2021,31,8,6
"YUCATÁN",31,2021,9,"2021-08-01",2021,31,8,6
"ZACATECAS",31,2021,1,"2021-08-01",2021,31,8,6
"BAJA CALIFORNIA SUR",31,2022,10,"2022-07-31",2022,31,7,7
"CAMPECHE",31,2022,19,"2022-07-31",2022,31,7,7
"CHIAPAS",31,2022,125,"2022-07-31",2022,31,7,7
"CIUDAD DE MÉXICO",31,2022,2,"2022-07-31",2022,31,7,7
"COAHUILA",31,2022,8,"2022-07-31",2022,31,7,7
"COLIMA",31,2022,13,"2022-07-31",2022,31,7,7
"GUANAJUATO",31,2022,6,"2022-07-31",2022,31,7,7
"GUERRERO",31,2022,109,"2022-07-31",2022,31,7,7
"JALISCO",31,2022,90,"2022-07-31",2022,31,7,7
"MICHOACÁN",31,2022,28,"2022-07-31",2022,31,7,7
"MORELOS",31,2022,73,"2022-07-31",2022,31,7,7
"MÉXICO",31,2022,97,"2022-07-31",2022,31,7,7
"NAYARIT",31,2022,6,"2022-07-31",2022,31,7,7
"NUEVO LEÓN",31,2022,15,"2022-07-31",2022,31,7,7
"OAXACA",31,2022,145,"2022-07-31",2022,31,7,7
"PUEBLA",31,2022,14,"2022-07-31",2022,31,7,7
"QUINTANA ROO",31,2022,30,"2022-07-31",2022,31,7,7
"SAN LUIS POTOSÍ",31,2022,4,"2022-07-31",2022,31,7,7
"SINALOA",31,2022,31,"2022-07-31",2022,31,7,7
"SONORA",31,2022,47,"2022-07-31",2022,31,7,7
"TABASCO",31,2022,54,"2022-07-31",2022,31,7,7
"TAMAULIPAS",31,2022,13,"2022-07-31",2022,31,7,7
"TLAXCALA",31,2022,1,"2022-07-31",2022,31,7,7
"VERACRUZ",31,2022,139,"2022-07-31",2022,31,7,7
"YUCATÁN",31,2022,25,"2022-07-31",2022,31,7,7
"AGUASCALIENTES",31,2023,1,"2023-07-30",2023,31,7,8
"BAJA CALIFORNIA",31,2023,6,"2023-07-30",2023,31,7,8
"BAJA CALIFORNIA SUR",31,2023,13,"2023-07-30",2023,31,7,8
"CAMPECHE",31,2023,56,"2023-07-30",2023,31,7,8
"CHIAPAS",31,2023,413,"2023-07-30",2023,31,7,8
"CIUDAD DE MÉXICO",31,2023,14,"2023-07-30",2023,31,7,8
"COAHUILA",31,2023,14,"2023-07-30",2023,31,7,8
"COLIMA",31,2023,67,"2023-07-30",2023,31,7,8
"GUANAJUATO",31,2023,18,"2023-07-30",2023,31,7,8
"GUERRERO",31,2023,261,"2023-07-30",2023,31,7,8
"HIDALGO",31,2023,13,"2023-07-30",2023,31,7,8
"JALISCO",31,2023,229,"2023-07-30",2023,31,7,8
"MICHOACÁN",31,2023,51,"2023-07-30",2023,31,7,8
"MORELOS",31,2023,571,"2023-07-30",2023,31,7,8
"MÉXICO",31,2023,45,"2023-07-30",2023,31,7,8
"NAYARIT",31,2023,30,"2023-07-30",2023,31,7,8
"NUEVO LEÓN",31,2023,45,"2023-07-30",2023,31,7,8
"OAXACA",31,2023,553,"2023-07-30",2023,31,7,8
"PUEBLA",31,2023,301,"2023-07-30",2023,31,7,8
"QUINTANA ROO",31,2023,646,"2023-07-30",2023,31,7,8
"SAN LUIS POTOSÍ",31,2023,42,"2023-07-30",2023,31,7,8
"SINALOA",31,2023,17,"2023-07-30",2023,31,7,8
"SONORA",31,2023,12,"2023-07-30",2023,31,7,8
"TABASCO",31,2023,114,"2023-07-30",2023,31,7,8
"TAMAULIPAS",31,2023,26,"2023-07-30",2023,31,7,8
"TLAXCALA",31,2023,1,"2023-07-30",2023,31,7,8
"VERACRUZ",31,2023,868,"2023-07-30",2023,31,7,8
"YUCATÁN",31,2023,1119,"2023-07-30",2023,31,7,8
"AGUASCALIENTES",31,2024,18,"2024-07-28",2024,31,7,9
"BAJA CALIFORNIA",31,2024,13,"2024-07-28",2024,31,7,9
"BAJA CALIFORNIA SUR",31,2024,156,"2024-07-28",2024,31,7,9
"CAMPECHE",31,2024,113,"2024-07-28",2024,31,7,9
"CHIAPAS",31,2024,624,"2024-07-28",2024,31,7,9
"CHIHUAHUA",31,2024,8,"2024-07-28",2024,31,7,9
"CIUDAD DE MÉXICO",31,2024,36,"2024-07-28",2024,31,7,9
"COAHUILA",31,2024,188,"2024-07-28",2024,31,7,9
"COLIMA",31,2024,829,"2024-07-28",2024,31,7,9
"DURANGO",31,2024,20,"2024-07-28",2024,31,7,9
"GUANAJUATO",31,2024,371,"2024-07-28",2024,31,7,9
"GUERRERO",31,2024,1178,"2024-07-28",2024,31,7,9
"HIDALGO",31,2024,86,"2024-07-28",2024,31,7,9
"JALISCO",31,2024,1475,"2024-07-28",2024,31,7,9
"MICHOACÁN",31,2024,887,"2024-07-28",2024,31,7,9
"MORELOS",31,2024,1495,"2024-07-28",2024,31,7,9
"MÉXICO",31,2024,262,"2024-07-28",2024,31,7,9
"NAYARIT",31,2024,1055,"2024-07-28",2024,31,7,9
"NUEVO LEÓN",31,2024,734,"2024-07-28",2024,31,7,9
"OAXACA",31,2024,1030,"2024-07-28",2024,31,7,9
"PUEBLA",31,2024,682,"2024-07-28",2024,31,7,9
"QUERÉTARO",31,2024,127,"2024-07-28",2024,31,7,9
"QUINTANA ROO",31,2024,262,"2024-07-28",2024,31,7,9
"SAN LUIS POTOSÍ",31,2024,392,"2024-07-28",2024,31,7,9
"SINALOA",31,2024,224,"2024-07-28",2024,31,7,9
"SONORA",31,2024,13,"2024-07-28",2024,31,7,9
"TABASCO",31,2024,265,"2024-07-28",2024,31,7,9
"TAMAULIPAS",31,2024,416,"2024-07-28",2024,31,7,9
"TLAXCALA",31,2024,4,"2024-07-28",2024,31,7,9
"VERACRUZ",31,2024,639,"2024-07-28",2024,31,7,9
"YUCATÁN",31,2024,229,"2024-07-28",2024,31,7,9
"ZACATECAS",31,2024,3,"2024-07-28",2024,31,7,9
"AGUASCALIENTES",32,2020,1,"2020-08-02",2020,32,8,5
"BAJA CALIFORNIA SUR",32,2020,4,"2020-08-02",2020,32,8,5
"CAMPECHE",32,2020,4,"2020-08-02",2020,32,8,5
"CHIAPAS",32,2020,23,"2020-08-02",2020,32,8,5
"CIUDAD DE MÉXICO",32,2020,2,"2020-08-02",2020,32,8,5
"COAHUILA",32,2020,28,"2020-08-02",2020,32,8,5
"COLIMA",32,2020,44,"2020-08-02",2020,32,8,5
"GUANAJUATO",32,2020,18,"2020-08-02",2020,32,8,5
"GUERRERO",32,2020,168,"2020-08-02",2020,32,8,5
"HIDALGO",32,2020,77,"2020-08-02",2020,32,8,5
"JALISCO",32,2020,572,"2020-08-02",2020,32,8,5
"MICHOACÁN",32,2020,268,"2020-08-02",2020,32,8,5
"MORELOS",32,2020,122,"2020-08-02",2020,32,8,5
"MÉXICO",32,2020,30,"2020-08-02",2020,32,8,5
"NAYARIT",32,2020,76,"2020-08-02",2020,32,8,5
"NUEVO LEÓN",32,2020,37,"2020-08-02",2020,32,8,5
"OAXACA",32,2020,107,"2020-08-02",2020,32,8,5
"PUEBLA",32,2020,140,"2020-08-02",2020,32,8,5
"QUERÉTARO",32,2020,22,"2020-08-02",2020,32,8,5
"QUINTANA ROO",32,2020,40,"2020-08-02",2020,32,8,5
"SAN LUIS POTOSÍ",32,2020,124,"2020-08-02",2020,32,8,5
"SINALOA",32,2020,7,"2020-08-02",2020,32,8,5
"TABASCO",32,2020,10,"2020-08-02",2020,32,8,5
"TAMAULIPAS",32,2020,183,"2020-08-02",2020,32,8,5
"VERACRUZ",32,2020,94,"2020-08-02",2020,32,8,5
"YUCATÁN",32,2020,13,"2020-08-02",2020,32,8,5
"BAJA CALIFORNIA",32,2021,1,"2021-08-08",2021,32,8,6
"BAJA CALIFORNIA SUR",32,2021,3,"2021-08-08",2021,32,8,6
"CAMPECHE",32,2021,3,"2021-08-08",2021,32,8,6
"CHIAPAS",32,2021,46,"2021-08-08",2021,32,8,6
"CIUDAD DE MÉXICO",32,2021,2,"2021-08-08",2021,32,8,6
"COAHUILA",32,2021,8,"2021-08-08",2021,32,8,6
"COLIMA",32,2021,21,"2021-08-08",2021,32,8,6
"DURANGO",32,2021,3,"2021-08-08",2021,32,8,6
"GUANAJUATO",32,2021,7,"2021-08-08",2021,32,8,6
"GUERRERO",32,2021,31,"2021-08-08",2021,32,8,6
"HIDALGO",32,2021,9,"2021-08-08",2021,32,8,6
"JALISCO",32,2021,108,"2021-08-08",2021,32,8,6
"MICHOACÁN",32,2021,33,"2021-08-08",2021,32,8,6
"MORELOS",32,2021,148,"2021-08-08",2021,32,8,6
"MÉXICO",32,2021,15,"2021-08-08",2021,32,8,6
"NAYARIT",32,2021,5,"2021-08-08",2021,32,8,6
"NUEVO LEÓN",32,2021,22,"2021-08-08",2021,32,8,6
"OAXACA",32,2021,133,"2021-08-08",2021,32,8,6
"PUEBLA",32,2021,32,"2021-08-08",2021,32,8,6
"QUERÉTARO",32,2021,1,"2021-08-08",2021,32,8,6
"QUINTANA ROO",32,2021,13,"2021-08-08",2021,32,8,6
"SAN LUIS POTOSÍ",32,2021,28,"2021-08-08",2021,32,8,6
"SINALOA",32,2021,4,"2021-08-08",2021,32,8,6
"SONORA",32,2021,6,"2021-08-08",2021,32,8,6
"TABASCO",32,2021,12,"2021-08-08",2021,32,8,6
"TAMAULIPAS",32,2021,38,"2021-08-08",2021,32,8,6
"VERACRUZ",32,2021,101,"2021-08-08",2021,32,8,6
"YUCATÁN",32,2021,17,"2021-08-08",2021,32,8,6
"AGUASCALIENTES",32,2022,1,"2022-08-07",2022,32,8,7
"BAJA CALIFORNIA",32,2022,2,"2022-08-07",2022,32,8,7
"BAJA CALIFORNIA SUR",32,2022,5,"2022-08-07",2022,32,8,7
"CAMPECHE",32,2022,13,"2022-08-07",2022,32,8,7
"CHIAPAS",32,2022,132,"2022-08-07",2022,32,8,7
"CHIHUAHUA",32,2022,1,"2022-08-07",2022,32,8,7
